raw_name,normalised_name,wb_node,dataset,country,n,lat_centroid,lon_centroid,wb_group,wb_5km,wb_raw,contrib_group,override
Aguilar,aguilar,aguilar,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,4,42.80659722222222,-4.307708333333332,wb2:aguilar,wb5:aguilar,raw:Aguilar,cg:Ruiz-VerduA_ES_UVEG-CEDEX,
Akan,akan,akan,MatsushitaB_JP_Tsukuba,Japan,2,43.455085,144.10165,wb2:akan,wb5:akan,raw:Akan,cg:MaR_CN_NIGLAS,
Alarcón,alarcon,alarcon,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,4,39.603680555555556,-2.1557638888888873,wb2:alarcon,wb5:alarcon,raw:Alarcón,cg:Ruiz-VerduA_ES_UVEG-CEDEX,name normalised
Albufera,albufera,albufera,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,29,39.33515325670499,-0.3508620689655172,wb2:albufera,wb5:albufera,raw:Albufera,cg:Ruiz-VerduA_ES_UVEG-CEDEX,
Alcántara,alcantara,alcantara,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,8,39.7200447719644,-6.507479869021234,wb2:alcantara,wb5:alcantara,raw:Alcántara,cg:Ruiz-VerduA_ES_UVEG-CEDEX,name normalised
Alcorlo,alcorlo,alcorlo,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,1,41.0169444444444,-3.02638888888889,wb2:alcorlo,wb5:alcorlo,raw:Alcorlo,cg:Ruiz-VerduA_ES_UVEG-CEDEX,
Almendra,almendra,almendra,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,13,41.23948717948717,-6.282329059829061,wb2:almendra,wb5:almendra,raw:Almendra,cg:Ruiz-VerduA_ES_UVEG-CEDEX,
"Altamaha River, GA","altamaha river, ga","altamaha river, ga",SchallesJ_US_Creighton,United States of America (the),23,31.32020570048309,-81.39093555555556,"wb2:altamaha river, ga","wb5:altamaha river, ga","raw:Altamaha River, GA",cg:BindingC_CA_ECCC,
"Altamaha Sound, GA","altamaha sound, ga","altamaha sound, ga",SchallesJ_US_Creighton,United States of America (the),1,31.3207,-81.3169833333333,"wb2:altamaha river, ga","wb5:altamaha river, ga","raw:Altamaha Sound, GA",cg:BindingC_CA_ECCC,
"Atlantic Ocean, GA","atlantic ocean, ga","atlantic ocean, ga",SchallesJ_US_Creighton,United States of America (the),137,31.370274155717755,-80.86437296216545,"wb2:altamaha river, ga","wb5:altamaha river, ga","raw:Atlantic Ocean, GA",cg:BindingC_CA_ECCC,
"Doboy Sound, GA","doboy sound, ga","doboy sound, ga",SchallesJ_US_Creighton,United States of America (the),5,31.42868600000002,-81.32068399999999,"wb2:altamaha river, ga","wb5:altamaha river, ga","raw:Doboy Sound, GA",cg:BindingC_CA_ECCC,
"Duplin River, GA","duplin river, ga","duplin river, ga",SchallesJ_US_Creighton,United States of America (the),22,31.278746409090914,-81.28321148484848,"wb2:altamaha river, ga","wb5:altamaha river, ga","raw:Duplin River, GA",cg:BindingC_CA_ECCC,
"Intracoastal Waterway, GA","intracoastal waterway, ga","intracoastal waterway, ga",SchallesJ_US_Creighton,United States of America (the),6,31.511091666666648,-81.2880722222222,"wb2:altamaha river, ga","wb5:altamaha river, ga","raw:Intracoastal Waterway, GA",cg:BindingC_CA_ECCC,
"Post Office Creek, GA","post office creek, ga","post office creek, ga",SchallesJ_US_Creighton,United States of America (the),2,31.43316666666665,-81.28418333333335,"wb2:altamaha river, ga","wb5:altamaha river, ga","raw:Post Office Creek, GA",cg:BindingC_CA_ECCC,
"Sapelo Sound, GA","sapelo sound, ga","sapelo sound, ga",SchallesJ_US_Creighton,United States of America (the),15,31.539352657777766,-81.19597175999999,"wb2:altamaha river, ga","wb5:altamaha river, ga","raw:Sapelo Sound, GA",cg:BindingC_CA_ECCC,
"South End Ceek, GA","south end ceek, ga","south end ceek, ga",SchallesJ_US_Creighton,United States of America (the),1,31.39631,-81.280065,"wb2:altamaha river, ga","wb5:altamaha river, ga","raw:South End Ceek, GA",cg:BindingC_CA_ECCC,
"Teakettle Creek, GA","teakettle creek, ga","teakettle creek, ga",SchallesJ_US_Creighton,United States of America (the),3,31.466855555555536,-81.3072833333333,"wb2:altamaha river, ga","wb5:altamaha river, ga","raw:Teakettle Creek, GA",cg:BindingC_CA_ECCC,
Amer,amer,amer,WernandMR_NL_NIOZ_LK,Netherlands (the),1,51.7099,4.815033,wb2:amer,wb5:amer,raw:Amer,cg:DekkerAG_NL_VU,
Amsterdam-Rhine Canal,amsterdam-rhine canal,amsterdam-rhine canal,DekkerAG_NL_VU,Netherlands (the),1,52.17486,4.99403,wb2:amsterdam-rhine canal,wb5:amsterdam-rhine canal,raw:Amsterdam-Rhine Canal,cg:DekkerAG_NL_VU,"manual merge (AUDIT_1 L2): same canal, English and Dutch names, 14.7 km"
Amsterdam-Rijn kanaal Weesp,amsterdam-rijn kanaal weesp,amsterdam-rijn kanaal weesp,WernandMR_NL_NIOZ_LK,Netherlands (the),1,52.305917,5.02155,wb2:amsterdam-rhine canal,wb5:amsterdam-rhine canal,raw:Amsterdam-Rijn kanaal Weesp,cg:DekkerAG_NL_VU,"manual merge (AUDIT_1 L2): same canal, English and Dutch names, 14.7 km"
Ankeveensche Plassen,ankeveensche plassen,ankeveensche plassen,DekkerAG_NL_VU,Netherlands (the),2,52.274950000000004,5.07545,wb2:ankeveensche plassen,wb5:amsterdam-rhine canal,raw:Ankeveensche Plassen,cg:DekkerAG_NL_VU,
Spiegel- en Blijkpolderplas,spiegel- en blijkpolderplas,spiegel- en blijkpolderplas,DekkerAG_NL_VU,Netherlands (the),2,52.26838,5.0623000000000005,wb2:ankeveensche plassen,wb5:amsterdam-rhine canal,raw:Spiegel- en Blijkpolderplas,cg:DekkerAG_NL_VU,
"Apalachicola Bay, FL","apalachicola bay, fl","apalachicola bay, fl",SchallesJ_US_Creighton,United States of America (the),49,29.689198687052155,-84.93197397573697,"wb2:apalachicola bay, fl","wb5:apalachicola bay, fl","raw:Apalachicola Bay, FL",cg:BindingC_CA_ECCC,
"Apalachicola River, FL","apalachicola river, fl","apalachicola river, fl",SchallesJ_US_Creighton,United States of America (the),4,29.737185,-84.98141833333332,"wb2:apalachicola bay, fl","wb5:apalachicola bay, fl","raw:Apalachicola River, FL",cg:BindingC_CA_ECCC,
"East Bay, FL","east bay, fl","east bay, fl",SchallesJ_US_Creighton,United States of America (the),7,29.764788652222226,-84.90770263031746,"wb2:apalachicola bay, fl","wb5:apalachicola bay, fl","raw:East Bay, FL",cg:BindingC_CA_ECCC,
"Aransas Bay, TX","aransas bay, tx","aransas bay, tx",SchallesJ_US_Creighton,United States of America (the),14,27.997640738095242,-97.09719275396824,"wb2:aransas bay, tx","wb5:aransas bay, tx","raw:Aransas Bay, TX",cg:BindingC_CA_ECCC,"manual merge (AUDIT_1 L2): connected Aransas estuary channels, 8-18 km apart"
"Aransas Channel, TX","aransas channel, tx","aransas channel, tx",SchallesJ_US_Creighton,United States of America (the),5,27.85830444444444,-97.13065444444445,"wb2:aransas bay, tx","wb5:aransas bay, tx","raw:Aransas Channel, TX",cg:BindingC_CA_ECCC,"manual merge (AUDIT_1 L2): connected Aransas estuary channels, 8-18 km apart"
"Aransas Pass, TX","aransas pass, tx","aransas pass, tx",SchallesJ_US_Creighton,United States of America (the),2,27.837625833333348,-97.043442,"wb2:aransas bay, tx","wb5:aransas bay, tx","raw:Aransas Pass, TX",cg:BindingC_CA_ECCC,"manual merge (AUDIT_1 L2): connected Aransas estuary channels, 8-18 km apart"
"Corpus Christi Ship Channel, TX","corpus christi ship channel, tx","corpus christi ship channel, tx",SchallesJ_US_Creighton,United States of America (the),1,27.8197361111111,-97.1883555555556,"wb2:aransas bay, tx","wb5:aransas bay, tx","raw:Corpus Christi Ship Channel, TX",cg:BindingC_CA_ECCC,
"Gulf of Mexico, TX","gulf of mexico, tx","gulf of mexico, tx",SchallesJ_US_Creighton,United States of America (the),1,27.8438611111111,-97.037534,"wb2:aransas bay, tx","wb5:aransas bay, tx","raw:Gulf of Mexico, TX",cg:BindingC_CA_ECCC,
"Lydia Ann Channel, TX","lydia ann channel, tx","lydia ann channel, tx",SchallesJ_US_Creighton,United States of America (the),3,27.87018796296297,-97.05020092592594,"wb2:aransas bay, tx","wb5:aransas bay, tx","raw:Lydia Ann Channel, TX",cg:BindingC_CA_ECCC,"manual merge (AUDIT_1 L2): connected Aransas estuary channels, 8-18 km apart"
"Redfish Bay, TX","redfish bay, tx","redfish bay, tx",SchallesJ_US_Creighton,United States of America (the),3,27.891637037037032,-97.11742222222223,"wb2:aransas bay, tx","wb5:aransas bay, tx","raw:Redfish Bay, TX",cg:BindingC_CA_ECCC,
Arcachon Bay,arcachon bay,arcachon bay,JametC_FR_ULCO-LOG,France,25,44.911468000000006,-1.03584,wb2:arcachon bay,wb5:arcachon bay,raw:Arcachon Bay,cg:BracherA_DE_AWI,
Gironde River,gironde river,gironde river,JametC_FR_ULCO-LOG,France,32,45.302940625,-0.82084375,wb2:arcachon bay,wb5:arcachon bay,raw:Gironde River,cg:BracherA_DE_AWI,
"Ashepoo River, SC","ashepoo river, sc","ashepoo river, sc",SchallesJ_US_Creighton,United States of America (the),8,32.58844166666669,-80.47054583333332,"wb2:ashepoo river, sc","wb5:ashepoo river, sc","raw:Ashepoo River, SC",cg:BindingC_CA_ECCC,
"Edisto River, SC","edisto river, sc","edisto river, sc",SchallesJ_US_Creighton,United States of America (the),12,32.57993750000001,-80.38729490740742,"wb2:ashepoo river, sc","wb5:ashepoo river, sc","raw:Edisto River, SC",cg:BindingC_CA_ECCC,
Atlantic Ocean,atlantic ocean,atlantic ocean [Europe],JametC_FR_ULCO-LOG,France,2,46.9537,-5.3491800000000005,wb2:atlantic ocean [Europe],wb5:atlantic ocean [Europe],raw:Atlantic Ocean [Europe],cg:BracherA_DE_AWI,name split by macro-region
Atlantic Ocean,atlantic ocean,atlantic ocean [Europe],JametC_FR_ULCO-LOG,Spain,11,43.99150909090909,-8.730303636363637,wb2:atlantic ocean [Europe],wb5:atlantic ocean [Europe],raw:Atlantic Ocean [Europe],cg:BracherA_DE_AWI,name split by macro-region
Atlantic Ocean,atlantic ocean,atlantic ocean [Europe],SeaBASS_DE_AWI,France,1,48.8599,-6.378633333,wb2:atlantic ocean [Europe],wb5:atlantic ocean [Europe],raw:Atlantic Ocean [Europe],cg:BracherA_DE_AWI,name split by macro-region
Atlantic Ocean,atlantic ocean,atlantic ocean [North America],OndrusekM_US_NOAA-STAR_US_CST,United States of America (the),23,33.71403209478261,-77.14264969565217,wb2:atlantic ocean [North America],wb5:atlantic ocean [North America],raw:Atlantic Ocean [North America],cg:BindingC_CA_ECCC,name split by macro-region
Atlantic Ocean,atlantic ocean,atlantic ocean [North America],SeaBASS_US_USF,Bahamas (the),25,25.49428,-78.351304,wb2:atlantic ocean [North America],wb5:atlantic ocean [North America],raw:Atlantic Ocean [North America],cg:BindingC_CA_ECCC,name split by macro-region
"Atlantic Ocean, FL","atlantic ocean, fl","atlantic ocean, fl",SeaBASS_US_NRL,United States of America (the),15,26.016830000000002,-80.09132993333333,"wb2:atlantic ocean, fl","wb5:atlantic ocean, fl","raw:Atlantic Ocean, FL",cg:BindingC_CA_ECCC,
"Atlantic Ocean, NJ","atlantic ocean, nj","atlantic ocean, nj",SeaBASS_US_NRL,United States of America (the),15,39.44574,-74.18796,"wb2:atlantic ocean, nj","wb5:atlantic ocean, nj","raw:Atlantic Ocean, NJ",cg:BindingC_CA_ECCC,
"Atlantic Ocean, NY","atlantic ocean, ny","atlantic ocean, ny",SeaBASS_US_NRL,United States of America (the),10,40.3685367,-73.7336367,"wb2:atlantic ocean, ny","wb5:atlantic ocean, ny","raw:Atlantic Ocean, NY",cg:BindingC_CA_ECCC,
"Atlantic Ocean, VA","atlantic ocean, va","atlantic ocean, va",SeaBASS_US_ODU,United States of America (the),62,36.907626666612906,-75.79468672048387,"wb2:atlantic ocean, va","wb5:atlantic ocean, va","raw:Atlantic Ocean, VA",cg:BindingC_CA_ECCC,
"Chesapeake Bay, MD","chesapeake bay, md","chesapeake bay, md",OndrusekM_US_NOAA-STAR_US_CST,United States of America (the),20,38.871545,-76.41808,"wb2:atlantic ocean, va","wb5:atlantic ocean, va","raw:Chesapeake Bay, MD",cg:BindingC_CA_ECCC,
"Chesapeake Bay, MD","chesapeake bay, md","chesapeake bay, md",SchallesJ_US_Creighton,United States of America (the),11,38.640837272727275,-76.45575909090908,"wb2:atlantic ocean, va","wb5:atlantic ocean, va","raw:Chesapeake Bay, MD",cg:BindingC_CA_ECCC,
"Chesapeake Bay, MD","chesapeake bay, md","chesapeake bay, md",SeaBASS_US_CCNY,United States of America (the),43,38.396281395348836,-76.3604511627907,"wb2:atlantic ocean, va","wb5:atlantic ocean, va","raw:Chesapeake Bay, MD",cg:BindingC_CA_ECCC,
"Chesapeake Bay, MD","chesapeake bay, md","chesapeake bay, md",SeaBASS_US_NRL,United States of America (the),30,38.56319766666666,-76.36421166666668,"wb2:atlantic ocean, va","wb5:atlantic ocean, va","raw:Chesapeake Bay, MD",cg:BindingC_CA_ECCC,
"Chesapeake Bay, MD","chesapeake bay, md","chesapeake bay, md",SeaBASS_US_USF,United States of America (the),45,38.807302222222226,-76.39664222222223,"wb2:atlantic ocean, va","wb5:atlantic ocean, va","raw:Chesapeake Bay, MD",cg:BindingC_CA_ECCC,
"Patuxent River, MD","patuxent river, md","patuxent river, md",SchallesJ_US_Creighton,United States of America (the),4,38.4912875,-76.6134625,"wb2:atlantic ocean, va","wb5:atlantic ocean, va","raw:Patuxent River, MD",cg:BindingC_CA_ECCC,
"Rhode River, MD","rhode river, md","rhode river, md",SchallesJ_US_Creighton,United States of America (the),1,38.86559,-76.51367,"wb2:atlantic ocean, va","wb5:atlantic ocean, va","raw:Rhode River, MD",cg:BindingC_CA_ECCC,
Ba Be Lake,ba be lake,ba be lake,NguyenTTH_VN_VNU-HUS,Viet Nam,30,22.41217333333333,105.62181666666667,wb2:ba be lake,wb5:ba be lake,raw:Ba Be Lake,cg:BracherA_DE_AWI,
"Bahia Grande, TX","bahia grande, tx","bahia grande, tx",SchallesJ_US_Creighton,United States of America (the),8,26.032736111111113,-97.28935069444447,"wb2:bahia grande, tx","wb5:bahia grande, tx","raw:Bahia Grande, TX",cg:BindingC_CA_ECCC,
Baltic Sea,baltic sea,baltic sea,AlikasK_EE_UT-TO,Sweden,5,58.690642000000004,17.59757,wb2:baltic sea,wb5:baltic sea,raw:Baltic Sea,cg:AlikasK_EE_UT-TO,
"Baltimore Harbor, MD","baltimore harbor, md","baltimore harbor, md",SchallesJ_US_Creighton,United States of America (the),2,39.22282,-76.54555500000001,"wb2:baltimore harbor, md","wb5:baltimore harbor, md","raw:Baltimore Harbor, MD",cg:BindingC_CA_ECCC,
"Bangs Lake, MS","bangs lake, ms","bangs lake, ms",SchallesJ_US_Creighton,United States of America (the),4,30.360105,-88.46822833333333,"wb2:bangs lake, ms","wb5:apalachicola bay, fl","raw:Bangs Lake, MS",cg:BindingC_CA_ECCC,
"Bayou Cumbest, MS","bayou cumbest, ms","bayou cumbest, ms",SchallesJ_US_Creighton,United States of America (the),8,30.381732150583325,-88.441657835,"wb2:bangs lake, ms","wb5:apalachicola bay, fl","raw:Bayou Cumbest, MS",cg:BindingC_CA_ECCC,
"Bayou Heron, MS","bayou heron, ms","bayou heron, ms",SchallesJ_US_Creighton,United States of America (the),7,30.399744040142856,-88.40177942357143,"wb2:bangs lake, ms","wb5:apalachicola bay, fl","raw:Bayou Heron, MS",cg:BindingC_CA_ECCC,
"Crooked Bayou, MS","crooked bayou, ms","crooked bayou, ms",SchallesJ_US_Creighton,United States of America (the),2,30.354117,-88.419083,"wb2:bangs lake, ms","wb5:apalachicola bay, fl","raw:Crooked Bayou, MS",cg:BindingC_CA_ECCC,
Gulf of Mexico,gulf of mexico,gulf of mexico,SeaBASS_US_NRL,United States of America (the),221,30.026581864162896,-88.18063000751131,"wb2:bangs lake, ms","wb5:apalachicola bay, fl",raw:Gulf of Mexico,cg:BindingC_CA_ECCC,
"Middle Bay, MS","middle bay, ms","middle bay, ms",SchallesJ_US_Creighton,United States of America (the),1,30.37915,-88.40185,"wb2:bangs lake, ms","wb5:apalachicola bay, fl","raw:Middle Bay, MS",cg:BindingC_CA_ECCC,
"Mississippi Sound, MS","mississippi sound, ms","mississippi sound, ms",SchallesJ_US_Creighton,United States of America (the),5,30.314516000000005,-88.43319133333334,"wb2:bangs lake, ms","wb5:apalachicola bay, fl","raw:Mississippi Sound, MS",cg:BindingC_CA_ECCC,
"N Rigolets Bayou, MS","n rigolets bayou, ms","n rigolets bayou, ms",SchallesJ_US_Creighton,United States of America (the),1,30.3664,-88.4110166666667,"wb2:bangs lake, ms","wb5:apalachicola bay, fl","raw:N Rigolets Bayou, MS",cg:BindingC_CA_ECCC,
"Point Aux Chenes Bay, MS","point aux chenes bay, ms","point aux chenes bay, ms",SchallesJ_US_Creighton,United States of America (the),3,30.344330648148134,-88.43570740740743,"wb2:bangs lake, ms","wb5:apalachicola bay, fl","raw:Point Aux Chenes Bay, MS",cg:BindingC_CA_ECCC,
Bassenthwaite Lake,bassenthwaite lake,bassenthwaite lake,SpyrakosE_GB_STIR,United Kingdom of Great Britain and Northern Ireland (the),4,54.66018,-3.2220825,wb2:bassenthwaite lake,wb5:bassenthwaite lake,raw:Bassenthwaite Lake,cg:AlikasK_EE_UT-TO,
"Bayou Cassotte, MS","bayou cassotte, ms","bayou cassotte, ms",SchallesJ_US_Creighton,United States of America (the),3,30.343739722222235,-88.50973444444442,"wb2:bayou cassotte, ms","wb5:apalachicola bay, fl","raw:Bayou Cassotte, MS",cg:BindingC_CA_ECCC,
Beaver Dam Lake,beaver dam lake,beaver dam lake,GrebSR_US_WDNR,United States of America (the),3,43.484453333333335,-88.87497333333334,wb2:beaver dam lake,wb5:beaver dam lake,raw:Beaver Dam Lake,cg:BindingC_CA_ECCC,
Beniarrés,beniarres,beniarres,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,1,38.8127777777778,-0.355,wb2:beniarres,wb5:beniarres,raw:Beniarrés,cg:Ruiz-VerduA_ES_UVEG-CEDEX,name normalised
Big Saint Germain Lake,big saint germain lake,big saint germain lake,GrebSR_US_WDNR,United States of America (the),6,45.93405166666667,-89.51892666666667,wb2:big saint germain lake,wb5:big saint germain lake,raw:Big Saint Germain Lake,cg:BindingC_CA_ECCC,
Big Sand Lake,big sand lake,big sand lake,GrebSR_US_WDNR,United States of America (the),3,46.06397333333333,-88.97509666666667,wb2:big sand lake,wb5:big sand lake,raw:Big Sand Lake,cg:BindingC_CA_ECCC,
Biwa,biwa,biwa,MatsushitaB_JP_Tsukuba,Japan,9,35.259329629999996,136.03965372222223,wb2:biwa,wb5:biwa,raw:Biwa,cg:MaR_CN_NIGLAS,
"Black River, SC","black river, sc","black river, sc",SchallesJ_US_Creighton,United States of America (the),2,33.442691666666704,-79.26098116666665,"wb2:black river, sc","wb5:black river, sc","raw:Black River, SC",cg:BindingC_CA_ECCC,
"Blackbird Creek, DE","blackbird creek, de","blackbird creek, de",SchallesJ_US_Creighton,United States of America (the),4,39.40385616666667,-75.6140455,"wb2:blackbird creek, de","wb5:blackbird creek, de","raw:Blackbird Creek, DE",cg:BindingC_CA_ECCC,
"Blackburn Bay, FL","blackburn bay, fl","blackburn bay, fl",SchallesJ_US_Creighton,United States of America (the),2,27.144925,-82.47656666666666,"wb2:blackburn bay, fl","wb5:blackburn bay, fl","raw:Blackburn Bay, FL",cg:BindingC_CA_ECCC,
Blowering Reservoir,blowering reservoir,blowering reservoir,AnsteeJ_AU_CSIRO,Australia,9,-35.47510711111111,148.26417433333333,wb2:blowering reservoir,wb5:blowering reservoir,raw:Blowering Reservoir,cg:AnsteeJ_AU_CSIRO,
Bornos,bornos,bornos,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,2,36.8135673876291,-5.71873038210318,wb2:bornos,wb5:bornos,raw:Bornos,cg:Ruiz-VerduA_ES_UVEG-CEDEX,
BovenMerwede,bovenmerwede,bovenmerwede,WernandMR_NL_NIOZ_LK,Netherlands (the),1,51.829117,4.962917,wb2:bovenmerwede,wb5:bovenmerwede,raw:BovenMerwede,cg:DekkerAG_NL_VU,
Branched Oak Lake,branched oak lake,branched oak lake,GitelsonAA_US_UNL,United States of America (the),40,40.9727185,-96.8676535,wb2:branched oak lake,wb5:branched oak lake,raw:Branched Oak Lake,cg:GitelsonAA_US_UNL,
Breukeleveensche- of Stille Plas,breukeleveensche- of stille plas,breukeleveensche- of stille plas,DekkerAG_NL_VU,Netherlands (the),1,52.18365,5.08337,wb2:breukeleveensche- of stille plas,wb5:amsterdam-rhine canal,raw:Breukeleveensche- of Stille Plas,cg:DekkerAG_NL_VU,
Loosdrechtse Plassen,loosdrechtse plassen,loosdrechtse plassen,DekkerAG_NL_VU,Netherlands (the),1,52.17336,5.06178,wb2:breukeleveensche- of stille plas,wb5:amsterdam-rhine canal,raw:Loosdrechtse Plassen,cg:DekkerAG_NL_VU,
Loosdtrechtse plassen nr5,loosdrechtse plassen,loosdrechtse plassen,WernandMR_NL_NIOZ_LK,Netherlands (the),1,52.173367,5.069683,wb2:breukeleveensche- of stille plas,wb5:amsterdam-rhine canal,raw:Loosdtrechtse plassen nr5,cg:DekkerAG_NL_VU,name normalised
Loosdrechtse plassen Stille plas,loosdrechtse plassen stille plas,loosdrechtse plassen stille plas,WernandMR_NL_NIOZ_LK,Netherlands (the),1,52.183317,5.0937,wb2:breukeleveensche- of stille plas,wb5:amsterdam-rhine canal,raw:Loosdrechtse plassen Stille plas,cg:DekkerAG_NL_VU,
Bronkhorstspruit,bronkhorstspruit,bronkhorstspruit,KravitzJ_ZA_UCT,South Africa,4,-25.9009625,28.69497625,wb2:bronkhorstspruit,wb5:bronkhorstspruit,raw:Bronkhorstspruit,cg:KravitzJ_ZA_UCT,
Brovales,brovales,brovales,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,1,38.353384,-6.6647121,wb2:brovales,wb5:brovales,raw:Brovales,cg:Ruiz-VerduA_ES_UVEG-CEDEX,
Buendía,buendia,buendia,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,1,40.4041666666667,-2.76833333333333,wb2:buendia,wb5:buendia,raw:Buendía,cg:Ruiz-VerduA_ES_UVEG-CEDEX,name normalised
Burguillo,burguillo,burguillo,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,4,40.42590277777777,-4.57486111111111,wb2:burguillo,wb5:burguillo,raw:Burguillo,cg:Ruiz-VerduA_ES_UVEG-CEDEX,
Burrinjuck Dam,burrinjuck dam,burrinjuck dam,AnsteeJ_AU_CSIRO,Australia,11,-34.968335145454546,148.6849883090909,wb2:burrinjuck dam,wb5:burrinjuck dam,raw:Burrinjuck Dam,cg:AnsteeJ_AU_CSIRO,
"Bush River, MD","bush river, md","bush river, md",SchallesJ_US_Creighton,United States of America (the),5,39.409294,-76.260306,"wb2:bush river, md","wb5:bush river, md","raw:Bush River, MD",cg:BindingC_CA_ECCC,
Butternut Lake,butternut lake,butternut lake,GrebSR_US_WDNR,United States of America (the),3,45.91342666666666,-88.9934,wb2:butternut lake,wb5:butternut lake,raw:Butternut Lake,cg:BindingC_CA_ECCC,
Canelles,canelles,canelles,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,4,42.012430555555525,0.6397916666666668,wb2:canelles,wb5:canelles,raw:Canelles,cg:Ruiz-VerduA_ES_UVEG-CEDEX,
Cannon,cannon,cannon,OlmansonLG_US_UMN,United States of America (the),1,44.27616,-93.34875,wb2:cannon,wb5:cannon,raw:Cannon,cg:OlmansonLG_US_UMN,
"Canoochee River, GA","canoochee river, ga","canoochee river, ga",SchallesJ_US_Creighton,United States of America (the),2,31.98566666666665,-81.33229166666665,"wb2:canoochee river, ga","wb5:canoochee river, ga","raw:Canoochee River, GA",cg:BindingC_CA_ECCC,
"Ogeechee River, GA","ogeechee river, ga","ogeechee river, ga",SchallesJ_US_Creighton,United States of America (the),18,31.94368703703703,-81.2598138888889,"wb2:canoochee river, ga","wb5:canoochee river, ga","raw:Ogeechee River, GA",cg:BindingC_CA_ECCC,
"Carl Blackwell Lake, OK","carl blackwell lake, ok","carl blackwell lake, ok",SchallesJ_US_Creighton,United States of America (the),3,36.137296296296306,-97.258675,"wb2:carl blackwell lake, ok","wb5:carl blackwell lake, ok","raw:Carl Blackwell Lake, OK",cg:BindingC_CA_ECCC,
"Carter Lake, NE","carter lake, ne","carter lake, ne",SchallesJ_US_Creighton,United States of America (the),17,41.296064705882344,-95.91431470588235,"wb2:carter lake, ne","wb5:carter lake, ne","raw:Carter Lake, NE",cg:BindingC_CA_ECCC,
Cernadilla,cernadilla,cernadilla,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,1,42.0183333333333,-6.47388888888889,wb2:cernadilla,wb5:cernadilla,raw:Cernadilla,cg:Ruiz-VerduA_ES_UVEG-CEDEX,
Chaohu,chaohu,chaohu,MaR_CN_NIGLAS,China,40,31.578445699999996,117.47555005,wb2:chaohu,wb5:chaohu,raw:Chaohu,cg:MaR_CN_NIGLAS,
"Charlotte Harbor, FL","charlotte harbor, fl","charlotte harbor, fl",SchallesJ_US_Creighton,United States of America (the),5,26.8974462,-82.12618493333332,"wb2:charlotte harbor, fl","wb5:charlotte harbor, fl","raw:Charlotte Harbor, FL",cg:BindingC_CA_ECCC,
Cijara,cijara,cijara,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,2,39.347584137996094,-4.932930571706574,wb2:cijara,wb5:cijara,raw:Cijara,cg:Ruiz-VerduA_ES_UVEG-CEDEX,
"Combahee River, SC","combahee river, sc","combahee river, sc",SchallesJ_US_Creighton,United States of America (the),1,32.5060833333333,-80.5308583333333,"wb2:combahee river, sc","wb5:combahee river, sc","raw:Combahee River, SC",cg:BindingC_CA_ECCC,
Como,como,como,GiardinoC_IT_CNR-IREA,Italy,6,46.01486933333334,9.268731333333333,wb2:como,wb5:como,raw:Como,cg:GiardinoC_IT_CNR-IREA,
Maggiore,maggiore,maggiore,GiardinoC_IT_CNR-IREA,Italy,28,45.91367178571429,8.589212865071428,wb2:como,wb5:como,raw:Como,cg:GiardinoC_IT_CNR-IREA,
Coniston Water,coniston water,coniston water,SpyrakosE_GB_STIR,United Kingdom of Great Britain and Northern Ireland (the),1,54.36213,-3.06247,wb2:coniston water,wb5:coniston water,raw:Coniston Water,cg:AlikasK_EE_UT-TO,
Contreras,contreras,contreras,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,2,39.6054166666667,-1.53486111111111,wb2:contreras,wb5:contreras,raw:Contreras,cg:Ruiz-VerduA_ES_UVEG-CEDEX,
"Corpus Christi Bay, TX","corpus christi bay, tx","corpus christi bay, tx",SchallesJ_US_Creighton,United States of America (the),4,27.790639583333324,-97.37928680555558,"wb2:corpus christi bay, tx","wb5:corpus christi bay, tx","raw:Corpus Christi Bay, TX",cg:BindingC_CA_ECCC,
Cortes,cortes,cortes,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,1,39.2527034083674,-0.928022179962581,wb2:cortes,wb5:cortes,raw:Cortes,cg:Ruiz-VerduA_ES_UVEG-CEDEX,
Cuerda del Pozo,cuerda del pozo,cuerda del pozo,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,7,41.85563492063493,-2.41468253968254,wb2:cuerda del pozo,wb5:cuerda del pozo,raw:Cuerda del Pozo,cg:Ruiz-VerduA_ES_UVEG-CEDEX,
"Cumberland Sound, GA","cumberland sound, ga","cumberland sound, ga",SchallesJ_US_Creighton,United States of America (the),1,30.71625,-81.47334,"wb2:cumberland sound, ga","wb5:cumberland sound, ga","raw:Cumberland Sound, GA",cg:BindingC_CA_ECCC,
