raw_name,normalised_name,wb_node,dataset,country,n,lat_centroid,lon_centroid,wb_group,wb_5km,wb_raw,contrib_group,override
Lake Champlain,lake champlain,lake champlain,O'DonnellDM_US_UFI,United States of America (the),8,44.510185416249996,-73.33901458375,wb2:lake champlain,wb5:lake champlain,raw:Lake Champlain,cg:BindingC_CA_ECCC,
Lake Chetac,lake chetac,lake chetac,GrebSR_US_WDNR,United States of America (the),3,45.7134,-91.49668000000001,wb2:lake chetac,wb5:lake chetac,raw:Lake Chetac,cg:BindingC_CA_ECCC,
Lake Chippewa,lake chippewa,lake chippewa,GrebSR_US_WDNR,United States of America (the),6,45.94202333333334,-91.18400333333334,wb2:lake chippewa,wb5:lake chippewa,raw:Lake Chippewa,cg:BindingC_CA_ECCC,
Lake Chotkowskie,lake chotkowskie,lake chotkowskie,FicekD_PL_APSL,Poland,22,54.15146,17.35654,wb2:lake chotkowskie,wb5:lake chotkowskie,raw:Lake Chotkowskie,cg:FicekD_PL_APSL,
Lake Constance,lake constance,lake constance,GegeP_DE_DLR-IMF,Germany,86,47.59274604651163,9.477077790697674,wb2:lake constance,wb5:lake constance,raw:Lake Constance,cg:GegeP_DE_DLR-IMF,
Lake Czarne,lake czarne,lake czarne,FicekD_PL_APSL,Poland,11,54.27597,17.43861,wb2:lake czarne,wb5:lake czarne,raw:Lake Czarne,cg:FicekD_PL_APSL,
Lake Dartmouth,lake dartmouth,lake dartmouth,AnsteeJ_AU_CSIRO,Australia,4,-36.575992425,147.5632913,wb2:lake dartmouth,wb5:lake dartmouth,raw:Lake Dartmouth,cg:AnsteeJ_AU_CSIRO,
Lake Łebsko,lake ebsko,lake ebsko,FicekD_PL_APSL,Poland,32,54.7226925,17.424845,wb2:lake ebsko,wb5:lake ebsko,raw:Lake Łebsko,cg:FicekD_PL_APSL,name normalised
Lake Elistvere,lake elistvere,lake elistvere,AlikasK_EE_UT-TO,Estonia,2,58.5742,26.704880000000003,wb2:lake elistvere,wb5:lake elistvere,raw:Lake Elistvere,cg:AlikasK_EE_UT-TO,
Lake Kaiavere,lake kaiavere,lake kaiavere,AlikasK_EE_UT-TO,Estonia,2,58.595394999999996,26.69019,wb2:lake elistvere,wb5:lake elistvere,raw:Lake Kaiavere,cg:AlikasK_EE_UT-TO,
Lake Ellesmere (Te Waihora),lake ellesmere (te waihora),lake ellesmere (te waihora),LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-43.789926,172.450385,wb2:lake ellesmere (te waihora),wb5:lake ellesmere (te waihora),raw:Lake Ellesmere (Te Waihora),cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Erie,lake erie,lake erie,BindingC_CA_ECCC,Canada,49,41.859158730000004,-82.4952052157143,wb2:lake erie,wb5:lake erie,raw:Lake Erie,cg:BindingC_CA_ECCC,
Lake Erie,lake erie,lake erie,MooreT_US_UNH,United States of America (the),36,41.769471296666666,-83.09881111083332,wb2:lake erie,wb5:lake erie,raw:Lake Erie,cg:BindingC_CA_ECCC,
Lake Erie,lake erie,lake erie,O'DonnellDM_US_UFI,Canada,1,41.8412,-82.918,wb2:lake erie,wb5:lake erie,raw:Lake Erie,cg:BindingC_CA_ECCC,
Lake Erie,lake erie,lake erie,O'DonnellDM_US_UFI,United States of America (the),8,41.7021125,-82.814275,wb2:lake erie,wb5:lake erie,raw:Lake Erie,cg:BindingC_CA_ECCC,
Lake Erie,lake erie,lake erie,SeaBASS_US_NRL,United States of America (the),11,41.62279863636363,-82.80664936363637,wb2:lake erie,wb5:lake erie,raw:Lake Erie,cg:BindingC_CA_ECCC,
Lake Erie,lake erie,lake erie,VanderWoudeA_US_NOAA-GLERL,United States of America (the),506,41.74537712950832,-83.25843407456978,wb2:lake erie,wb5:lake erie,raw:Lake Erie,cg:BindingC_CA_ECCC,
Lake Eucumbene,lake eucumbene,lake eucumbene,AnsteeJ_AU_CSIRO,Australia,4,-36.092679000000004,148.728841975,wb2:lake eucumbene,wb5:lake eucumbene,raw:Lake Eucumbene,cg:AnsteeJ_AU_CSIRO,
Lake Forsyth (Lake Wairewa),lake forsyth (lake wairewa),lake forsyth (lake wairewa),LehmannMK_NZ_UOW_NZ_LK,New Zealand,3,-43.802068999999996,172.74587966666664,wb2:lake forsyth (lake wairewa),wb5:lake forsyth (lake wairewa),raw:Lake Forsyth (Lake Wairewa),cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Gardno,lake gardno,lake gardno,FicekD_PL_APSL,Poland,17,54.63876,17.14285,wb2:lake gardno,wb5:lake gardno,raw:Lake Gardno,cg:FicekD_PL_APSL,
Lake Głębokie,lake gebokie,lake gebokie,FicekD_PL_APSL,Poland,11,54.27681,17.37698,wb2:lake gebokie,wb5:lake czarne,raw:Lake Głębokie,cg:FicekD_PL_APSL,name normalised
Lake Geneva,lake geneva,lake geneva,OdermattD_CH_Eawag,Switzerland,290,46.50015,6.66078,wb2:lake geneva,wb5:lake geneva,raw:Lake Geneva,cg:AlikasK_EE_UT-TO,
Lake Geneva,lake geneva,lake geneva,SpyrakosE_GB_STIR,Switzerland,24,46.430483681249996,6.570553125083333,wb2:lake geneva,wb5:lake geneva,raw:Lake Geneva,cg:AlikasK_EE_UT-TO,
Lake Hakanoa,lake hakanoa,lake hakanoa,LehmannMK_NZ_UOW_NZ_LK,New Zealand,2,-37.552893999999995,175.167605,wb2:lake hakanoa,wb5:lake hakanoa,raw:Lake Hakanoa,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Harihari,lake harihari,lake harihari,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-38.210217,174.72305,wb2:lake harihari,wb5:lake harihari,raw:Lake Harihari,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Haupiri,lake haupiri,lake haupiri,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-42.567127,171.693366,wb2:lake haupiri,wb5:lake haupiri,raw:Lake Haupiri,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Hawea,lake hawea,lake hawea,LehmannMK_NZ_UOW_NZ_LK,New Zealand,2,-44.569904,169.26410800000002,wb2:lake hawea,wb5:lake hawea,raw:Lake Hawea,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Hawea,lake hawea,lake hawea,WertherM_GB_STIR,New Zealand,2,-44.518155,169.30135,wb2:lake hawea,wb5:lake hawea,raw:Lake Hawea,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Hayes,lake hayes,lake hayes,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-44.982584,168.80687,wb2:lake hayes,wb5:lake hayes,raw:Lake Hayes,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Hino,lake hino,lake hino,AlikasK_EE_UT-TO,Estonia,1,57.58213,27.2324,wb2:lake hino,wb5:lake hino,raw:Lake Hino,cg:AlikasK_EE_UT-TO,
Lake Holstre,lake holstre,lake holstre,AlikasK_EE_UT-TO,Estonia,1,58.2761,25.69015,wb2:lake holstre,wb5:lake holstre,raw:Lake Holstre,cg:AlikasK_EE_UT-TO,
Lake Hume,lake hume,lake hume,AnsteeJ_AU_CSIRO,Australia,40,-36.1049541725,147.0595742,wb2:lake hume,wb5:lake hume,raw:Lake Hume,cg:AnsteeJ_AU_CSIRO,
Lake Humuhumu,lake humuhumu,lake humuhumu,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-36.32818,174.12941,wb2:lake humuhumu,wb5:lake humuhumu,raw:Lake Humuhumu,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Swan/Rotootuaruru,lake swan/rotootuaruru,lake swan/rotootuaruru,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-36.33089,174.14216,wb2:lake humuhumu,wb5:lake humuhumu,raw:Lake Swan/Rotootuaruru,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Jasień Północny,lake jasien ponocny,lake jasien ponocny,FicekD_PL_APSL,Poland,4,54.30252,17.61468,wb2:lake jasien ponocny,wb5:lake jasien ponocny,raw:Lake Jasień Północny,cg:FicekD_PL_APSL,name normalised
Lake Jasień Południowy,lake jasien poudniowy,lake jasien poudniowy,FicekD_PL_APSL,Poland,23,54.28862869565218,17.617223478260872,wb2:lake jasien ponocny,wb5:lake jasien ponocny,raw:Lake Jasień Południowy,cg:FicekD_PL_APSL,name normalised
Lake Jeleń,lake jelen,lake jelen,FicekD_PL_APSL,Poland,22,54.19786,17.5383,wb2:lake jelen,wb5:lake jelen,raw:Lake Jeleń,cg:FicekD_PL_APSL,name normalised
Lake Jindabyne,lake jindabyne,lake jindabyne,AnsteeJ_AU_CSIRO,Australia,10,-36.36601506,148.62801687,wb2:lake jindabyne,wb5:lake jindabyne,raw:Lake Jindabyne,cg:AnsteeJ_AU_CSIRO,
Lake Joemoisa,lake joemoisa,lake joemoisa,AlikasK_EE_UT-TO,Estonia,1,58.65278,26.8322,wb2:lake joemoisa,wb5:lake joemoisa,raw:Lake Joemoisa,cg:AlikasK_EE_UT-TO,
Lake Kaiu,lake kaiu,lake kaiu,AlikasK_EE_UT-TO,Estonia,2,58.6444665,26.8403865,wb2:lake joemoisa,wb5:lake joemoisa,raw:Lake Kaiu,cg:AlikasK_EE_UT-TO,
Lake Joksi,lake joksi,lake joksi,AlikasK_EE_UT-TO,Estonia,1,58.002147,26.751146,wb2:lake joksi,wb5:lake joksi,raw:Lake Joksi,cg:AlikasK_EE_UT-TO,
Lake Juottaan Tekojarvi,lake juottaan tekojarvi,lake juottaan tekojarvi,AlikasK_EE_UT-TO,Finland,1,66.31871,26.94662,wb2:lake juottaan tekojarvi,wb5:lake juottaan tekojarvi,raw:Lake Juottaan Tekojarvi,cg:AlikasK_EE_UT-TO,
Lake Kaariku,lake kaariku,lake kaariku,AlikasK_EE_UT-TO,Estonia,1,58.00357,26.39602,wb2:lake kaariku,wb5:lake kaariku,raw:Lake Kaariku,cg:AlikasK_EE_UT-TO,
Lake Kahuparere,lake kahuparere,lake kahuparere,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-36.36933,174.15728,wb2:lake kahuparere,wb5:lake humuhumu,raw:Lake Kahuparere,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Kanono,lake kanono,lake kanono,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-36.36485,174.14871,wb2:lake kahuparere,wb5:lake humuhumu,raw:Lake Kanono,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Rotokawau,lake rotokawau,lake rotokawau,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-36.35016,174.14637,wb2:lake kahuparere,wb5:lake humuhumu,raw:Lake Rotokawau,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Kai-iwi,lake kai-iwi,lake kai-iwi,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-35.81562,173.65376,wb2:lake kai-iwi,wb5:lake harihari,raw:Lake Kai-iwi,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Taharoa,lake taharoa,lake taharoa,LehmannMK_NZ_UOW_NZ_LK,New Zealand,3,-37.378358,174.37704,wb2:lake kai-iwi,wb5:lake harihari,raw:Lake Taharoa,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Waikere,lake waikere,lake waikere,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-35.79878,173.62992,wb2:lake kai-iwi,wb5:lake harihari,raw:Lake Waikere,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Kalli,lake kalli,lake kalli,AlikasK_EE_UT-TO,Estonia,1,58.37779,27.23903,wb2:lake kalli,wb5:lake kalli,raw:Lake Kalli,cg:AlikasK_EE_UT-TO,
Lake Karaka,lake karaka,lake karaka,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-36.31382,174.03847,wb2:lake karaka,wb5:lake karaka,raw:Lake Karaka,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Karapiro,lake karapiro,lake karapiro,LehmannMK_NZ_UOW_NZ_LK,New Zealand,3,-37.93560166666666,175.55191766666667,wb2:lake karapiro,wb5:lake karapiro,raw:Lake Karapiro,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Kasumigaura,lake kasumigaura,lake kasumigaura,MatsushitaB_JP_Tsukuba,Japan,120,36.05789243075,140.34669645333332,wb2:lake kasumigaura,wb5:lake kasumigaura,raw:Lake Kasumigaura,cg:MaR_CN_NIGLAS,
Lake Kasumigaura,lake kasumigaura,lake kasumigaura,SalemSI_JP_KUAS,Japan,68,36.06734117617647,140.35746544705881,wb2:lake kasumigaura,wb5:lake kasumigaura,raw:Lake Kasumigaura,cg:MaR_CN_NIGLAS,
Lake Kegonsa,lake kegonsa,lake kegonsa,GrebSR_US_WDNR,United States of America (the),9,42.965418888888884,-89.25557666666666,wb2:lake kegonsa,wb5:lake kegonsa,raw:Lake Kegonsa,cg:BindingC_CA_ECCC,
Lake Komiojarvi,lake komiojarvi,lake komiojarvi,AlikasK_EE_UT-TO,Finland,1,66.91257,27.0612,wb2:lake komiojarvi,wb5:lake komiojarvi,raw:Lake Komiojarvi,cg:AlikasK_EE_UT-TO,
Lake Kooraste Linajarv,lake kooraste linajarv,lake kooraste linajarv,AlikasK_EE_UT-TO,Estonia,1,57.96305,26.66403,wb2:lake kooraste linajarv,wb5:lake kooraste linajarv,raw:Lake Kooraste Linajarv,cg:AlikasK_EE_UT-TO,
Lake Koorkula Valgjarv,lake koorkula valgjarv,lake koorkula valgjarv,AlikasK_EE_UT-TO,Estonia,2,57.900135,25.871944,wb2:lake koorkula valgjarv,wb5:lake koorkula valgjarv,raw:Lake Koorkula Valgjarv,cg:AlikasK_EE_UT-TO,
Lake Udsu,lake udsu,lake udsu,AlikasK_EE_UT-TO,Estonia,1,57.9057,25.86087,wb2:lake koorkula valgjarv,wb5:lake koorkula valgjarv,raw:Lake Udsu,cg:AlikasK_EE_UT-TO,
Lake Koosa,lake koosa,lake koosa,AlikasK_EE_UT-TO,Estonia,1,58.43445,27.15546,wb2:lake koosa,wb5:lake kalli,raw:Lake Koosa,cg:AlikasK_EE_UT-TO,
Lake Koshkonong,lake koshkonong,lake koshkonong,GrebSR_US_WDNR,United States of America (the),3,42.86927333333333,-88.97493666666666,wb2:lake koshkonong,wb5:lake koshkonong,raw:Lake Koshkonong,cg:BindingC_CA_ECCC,
Lake Kummerow,lake kummerow,lake kummerow,OppeltN_DE_CAU_Kiel,Germany,27,53.83419037037037,12.889705555555555,wb2:lake kummerow,wb5:lake kummerow,raw:Lake Kummerow,cg:OppeltN_DE_CAU_Kiel,
Lake Kuremaa,lake kuremaa,lake kuremaa,AlikasK_EE_UT-TO,Estonia,1,58.71246,26.56154,wb2:lake kuremaa,wb5:lake kuremaa,raw:Lake Kuremaa,cg:AlikasK_EE_UT-TO,
Lake Loch Katrine,lake loch katrine,lake loch katrine,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-42.718525,172.199964,wb2:lake loch katrine,wb5:lake loch katrine,raw:Lake Loch Katrine,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Lucerne,lake lucerne,lake lucerne,WertherM_GB_STIR,Switzerland,4,46.9916225,8.436045,wb2:lake lucerne,wb5:lake lucerne,raw:Lake Lucerne,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Manapouri,lake manapouri,lake manapouri,LehmannMK_NZ_UOW_NZ_LK,New Zealand,3,-45.51279466666667,167.54881,wb2:lake manapouri,wb5:lake manapouri,raw:Lake Manapouri,cg:LehmannMK_NZ_UOW_NZ_LK,
"Lake Manawa, IA","lake manawa, ia","lake manawa, ia",SchallesJ_US_Creighton,United States of America (the),10,41.205220000000004,-95.85362333333336,"wb2:lake manawa, ia","wb5:carter lake, ne","raw:Lake Manawa, IA",cg:BindingC_CA_ECCC,
Lake Maraetai,lake maraetai,lake maraetai,LehmannMK_NZ_UOW_NZ_LK,New Zealand,2,-38.364391499999996,175.78629999999998,wb2:lake maraetai,wb5:lake maraetai,raw:Lake Maraetai,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Maratoto,lake maratoto,lake maratoto,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-37.887558,175.304366,wb2:lake maratoto,wb5:lake maratoto,raw:Lake Maratoto,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Mendota,lake mendota,lake mendota,GrebSR_US_WDNR,United States of America (the),12,43.10479083333333,-89.42601333333334,wb2:lake mendota,wb5:lake mendota,raw:Lake Mendota,cg:BindingC_CA_ECCC,
Lake Michigan,lake michigan,lake michigan,GrebSR_US_WDNR,United States of America (the),15,44.61070266666666,-87.705758,wb2:lake michigan,wb5:lake michigan,raw:Lake Michigan,cg:BindingC_CA_ECCC,
Lake Michigan,lake michigan,lake michigan,O'DonnellDM_US_UFI,United States of America (the),27,44.85966488888889,-87.37377588888889,wb2:lake michigan,wb5:lake michigan,raw:Lake Michigan,cg:BindingC_CA_ECCC,
Lake Mokeno,lake mokeno,lake mokeno,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-36.35158,174.06065,wb2:lake mokeno,wb5:lake karaka,raw:Lake Mokeno,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Monona,lake monona,lake monona,GrebSR_US_WDNR,United States of America (the),12,43.06937833333333,-89.35952833333333,wb2:lake monona,wb5:lake mendota,raw:Lake Monona,cg:BindingC_CA_ECCC,
Lake Murati,lake murati,lake murati,AlikasK_EE_UT-TO,Estonia,1,57.58591,27.09136,wb2:lake murati,wb5:lake murati,raw:Lake Murati,cg:AlikasK_EE_UT-TO,
Lake Niezabyszewskie,lake niezabyszewskie,lake niezabyszewskie,FicekD_PL_APSL,Poland,5,54.127300000000005,17.42972,wb2:lake niezabyszewskie,wb5:lake boruja maa,raw:Lake Niezabyszewskie,cg:FicekD_PL_APSL,
Lake Nohipalu Valgjarv,lake nohipalu valgjarv,lake nohipalu valgjarv,AlikasK_EE_UT-TO,Estonia,2,57.942165,27.34703,wb2:lake nohipalu valgjarv,wb5:lake nohipalu valgjarv,raw:Lake Nohipalu Valgjarv,cg:AlikasK_EE_UT-TO,
Lake Nouni,lake nouni,lake nouni,AlikasK_EE_UT-TO,Estonia,2,58.129392499999994,26.515783,wb2:lake nouni,wb5:lake nouni,raw:Lake Nouni,cg:AlikasK_EE_UT-TO,
Lake Obłęże,lake obeze,lake obeze,FicekD_PL_APSL,Poland,21,54.24037,16.91996,wb2:lake obeze,wb5:lake obeze,raw:Lake Obłęże,cg:FicekD_PL_APSL,name normalised
Lake Ohakuri,lake ohakuri,lake ohakuri,LehmannMK_NZ_UOW_NZ_LK,New Zealand,2,-38.417044,176.11597,wb2:lake ohakuri,wb5:lake ohakuri,raw:Lake Ohakuri,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Ohau,lake ohau,lake ohau,LehmannMK_NZ_UOW_NZ_LK,New Zealand,3,-44.25293966666666,169.89410666666666,wb2:lake ohau,wb5:lake ohau,raw:Lake Ohau,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Okareka,lake okareka,lake okareka,LehmannMK_NZ_UOW_NZ_LK,New Zealand,2,-38.170975,176.36335000000003,wb2:lake okareka,wb5:lake okareka,raw:Lake Okareka,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Okaro,lake okaro,lake okaro,LehmannMK_NZ_UOW_NZ_LK,New Zealand,2,-38.299815,176.394962,wb2:lake okaro,wb5:lake okaro,raw:Lake Okaro,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Okataina,lake okataina,lake okataina,LehmannMK_NZ_UOW_NZ_LK,New Zealand,2,-38.1213835,176.416575,wb2:lake okataina,wb5:lake okataina,raw:Lake Okataina,cg:LehmannMK_NZ_UOW_NZ_LK,
"Lake Okeechobee, FL","lake okeechobee, fl","lake okeechobee, fl",SeaBASS_US_USF,United States of America (the),13,27.147852846153846,-80.79436561538462,"wb2:lake okeechobee, fl","wb5:lake okeechobee, fl","raw:Lake Okeechobee, FL",cg:BindingC_CA_ECCC,
Lake Otepaa Valgjarv,lake otepaa valgjarv,lake otepaa valgjarv,AlikasK_EE_UT-TO,Estonia,2,58.087990000000005,26.64266,wb2:lake otepaa valgjarv,wb5:lake otepaa valgjarv,raw:Lake Otepaa Valgjarv,cg:AlikasK_EE_UT-TO,
Lake Ototoa,lake ototoa,lake ototoa,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-36.512797,174.23683,wb2:lake ototoa,wb5:lake ototoa,raw:Lake Ototoa,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Pamamaroo,lake pamamaroo,lake pamamaroo,AnsteeJ_AU_CSIRO,Australia,7,-32.28722681428572,142.4637791142857,wb2:lake pamamaroo,wb5:lake pamamaroo,raw:Lake Pamamaroo,cg:AnsteeJ_AU_CSIRO,
Lake Pangodi,lake pangodi,lake pangodi,AlikasK_EE_UT-TO,Estonia,3,58.19700633333334,26.57262133333333,wb2:lake pangodi,wb5:lake pangodi,raw:Lake Pangodi,cg:AlikasK_EE_UT-TO,
Lake Pearson,lake pearson,lake pearson,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-43.09599,171.784415,wb2:lake pearson,wb5:lake pearson,raw:Lake Pearson,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Peipsi,lake peipsi,lake peipsi,AlikasK_EE_UT-TO,Estonia,74,58.47497689189189,27.371658166666666,wb2:lake peipsi,wb5:lake kalli,raw:Lake Peipsi,cg:AlikasK_EE_UT-TO,
"Lake Perry, OK","lake perry, ok","lake perry, ok",SchallesJ_US_Creighton,United States of America (the),2,36.246852777777804,-97.3390861111111,"wb2:lake perry, ok","wb5:lake perry, ok","raw:Lake Perry, OK",cg:BindingC_CA_ECCC,
Lake Pounui,lake pounui,lake pounui,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-41.344533,175.11503,wb2:lake pounui,wb5:lake pounui,raw:Lake Pounui,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Poygan,lake poygan,lake poygan,GrebSR_US_WDNR,United States of America (the),11,44.14250909090909,-88.84595818181818,wb2:lake poygan,wb5:lake poygan,raw:Lake Poygan,cg:BindingC_CA_ECCC,
Lake Puhajarv,lake puhajarv,lake puhajarv,AlikasK_EE_UT-TO,Estonia,2,58.040471999999994,26.465339,wb2:lake puhajarv,wb5:lake puhajarv,raw:Lake Puhajarv,cg:AlikasK_EE_UT-TO,
Lake Pukaki,lake pukaki,lake pukaki,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-44.050678,170.166538,wb2:lake pukaki,wb5:lake pukaki,raw:Lake Pukaki,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Pupuke,lake pupuke,lake pupuke,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-36.77944,174.766746,wb2:lake pupuke,wb5:lake pupuke,raw:Lake Pupuke,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Pyszne,lake pyszne,lake pyszne,FicekD_PL_APSL,Poland,14,54.09317,17.50844,wb2:lake pyszne,wb5:lake pyszne,raw:Lake Pyszne,cg:FicekD_PL_APSL,
Lake Raigastvere,lake raigastvere,lake raigastvere,AlikasK_EE_UT-TO,Estonia,3,58.59188333333333,26.650613333333336,wb2:lake raigastvere,wb5:lake elistvere,raw:Lake Raigastvere,cg:AlikasK_EE_UT-TO,
Lake Rerewhakaaitu,lake rerewhakaaitu,lake rerewhakaaitu,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-38.297389,176.496635,wb2:lake rerewhakaaitu,wb5:lake rerewhakaaitu,raw:Lake Rerewhakaaitu,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Rotoehu,lake rotoehu,lake rotoehu,LehmannMK_NZ_UOW_NZ_LK,New Zealand,20,-38.0190769,176.53112955,wb2:lake rotoehu,wb5:lake rotoehu,raw:Lake Rotoehu,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Rotoiti,lake rotoiti,lake rotoiti,LehmannMK_NZ_UOW_NZ_LK,New Zealand,20,-38.033302049999996,176.41172195,wb2:lake rotoiti,wb5:lake rotoiti,raw:Lake Rotoiti,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Rotoiti (Nelson Lake),lake rotoiti (nelson lake),lake rotoiti (nelson lake),LehmannMK_NZ_UOW_NZ_LK,New Zealand,2,-41.8332215,172.8363335,wb2:lake rotoiti (nelson lake),wb5:lake rotoiti (nelson lake),raw:Lake Rotoiti (Nelson Lake),cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Rotokakahi,lake rotokakahi,lake rotokakahi,LehmannMK_NZ_UOW_NZ_LK,New Zealand,2,-38.213674999999995,176.32666,wb2:lake rotokakahi,wb5:lake okareka,raw:Lake Rotokakahi,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Tikitapu,lake tikitapu,lake tikitapu,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-38.197833,176.33512,wb2:lake rotokakahi,wb5:lake okareka,raw:Lake Tikitapu,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Rotokare,lake rotokare,lake rotokare,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-39.452792,174.410417,wb2:lake rotokare,wb5:lake rotokare,raw:Lake Rotokare,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Rotokauri,lake rotokauri,lake rotokauri,LehmannMK_NZ_UOW_NZ_LK,New Zealand,2,-37.761157999999995,175.197375,wb2:lake rotokauri,wb5:lake rotokauri,raw:Lake Rotokauri,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Rotoma,lake rotoma,lake rotoma,LehmannMK_NZ_UOW_NZ_LK,New Zealand,17,-38.041686588235294,176.5860534117647,wb2:lake rotoma,wb5:lake rotoehu,raw:Lake Rotoma,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Rotomanuka,lake rotomanuka,lake rotomanuka,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-37.925977,175.31518,wb2:lake rotomanuka,wb5:lake maratoto,raw:Lake Rotomanuka,cg:LehmannMK_NZ_UOW_NZ_LK,
Serpentine North,serpentine,serpentine,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-37.942198,175.319025,wb2:lake rotomanuka,wb5:lake maratoto,raw:Serpentine North,cg:LehmannMK_NZ_UOW_NZ_LK,name normalised
Lake Rotongaio,lake rotongaio,lake rotongaio,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-38.943898,177.01181,wb2:lake rotongaio,wb5:lake rotongaio,raw:Lake Rotongaio,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Rotonuiaha,lake rotonuiaha,lake rotonuiaha,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-38.947922,177.03921,wb2:lake rotongaio,wb5:lake rotongaio,raw:Lake Rotonuiaha,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Rotoroa,lake rotoroa,lake rotoroa,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-38.948028,177.02758,wb2:lake rotongaio,wb5:lake rotongaio,raw:Lake Rotoroa,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Rotoroa (Hamilton),lake rotoroa (hamilton),lake rotoroa (hamilton),LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-37.798348,175.273533,wb2:lake rotoroa (hamilton),wb5:lake rotoroa (hamilton),raw:Lake Rotoroa (Hamilton),cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Rotorua,lake rotorua,lake rotorua,LehmannMK_NZ_UOW_NZ_LK,New Zealand,3,-39.523583,175.37437866666664,wb2:lake rotorua,wb5:lake rotorua,raw:Lake Rotorua,cg:LehmannMK_NZ_UOW_NZ_LK,
