key,value,rounding,source_file,filter
cond.Secchi_depth.lgbm_scp_pool.class_blue.n_rows,373.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_pool.class_green.cov,0.9033897214896764,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_pool.class_green.n_rows,15547.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_pool.class_red.cov,0.8366596638655462,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_pool.class_red.n_rows,1904.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_pool.n_body_splits,482.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_pool.median_body_cov,1.0,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_pool.share_below_090,0.3091286307053942,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_pool.share_below_080,0.16597510373443983,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_pool.share_below_050,0.043568464730290454,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_pool.share_zero,0.016597510373443983,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_gsub.class_blue.cov,0.6648793565683646,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_gsub.class_blue.n_rows,373.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_gsub.class_green.cov,0.9016530520357625,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_gsub.class_green.n_rows,15547.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_gsub.class_red.cov,0.8413865546218487,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_gsub.class_red.n_rows,1904.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_gsub.n_body_splits,482.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_gsub.median_body_cov,1.0,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_gsub.share_below_090,0.34232365145228216,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_gsub.share_below_080,0.17427385892116182,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_gsub.share_below_050,0.04149377593360996,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_gsub.share_zero,0.016597510373443983,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_cqr_gsub.class_blue.cov,0.7989276139410187,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_cqr_gsub.class_blue.n_rows,373.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_cqr_gsub.class_green.cov,0.8900109345854506,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_cqr_gsub.class_green.n_rows,15547.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_cqr_gsub.class_red.cov,0.8119747899159664,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_cqr_gsub.class_red.n_rows,1904.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_cqr_gsub.n_body_splits,482.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_cqr_gsub.median_body_cov,0.9861111111111112,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_cqr_gsub.share_below_090,0.3775933609958506,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_cqr_gsub.share_below_080,0.16804979253112035,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_cqr_gsub.share_below_050,0.05186721991701245,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_cqr_gsub.share_zero,0.016597510373443983,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_cvplus.class_blue.cov,0.6729222520107239,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_cvplus.class_blue.n_rows,373.0,integer,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_cvplus.class_green.cov,0.9170257927574451,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_cvplus.class_green.n_rows,15547.0,integer,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_cvplus.class_red.cov,0.8718487394957983,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_cvplus.class_red.n_rows,1904.0,integer,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_cvplus.n_body_splits,482.0,integer,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_cvplus.median_body_cov,1.0,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_cvplus.share_below_090,0.3091286307053942,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_cvplus.share_below_080,0.12240663900414937,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_cvplus.share_below_050,0.03319502074688797,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_cvplus.share_zero,0.014522821576763486,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
