key,value,rounding,source_file,filter
cond.TSS.lgbm_scp_gsub.share_zero,0.012,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.TSS.lgbm_cqr_gsub.class_blue.cov,0.8621848739495799,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.TSS.lgbm_cqr_gsub.class_blue.n_rows,595.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.TSS.lgbm_cqr_gsub.class_green.cov,0.9159450171821306,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.TSS.lgbm_cqr_gsub.class_green.n_rows,14550.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.TSS.lgbm_cqr_gsub.class_red.cov,0.8592023065833734,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.TSS.lgbm_cqr_gsub.class_red.n_rows,2081.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.TSS.lgbm_cqr_gsub.n_body_splits,500.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.TSS.lgbm_cqr_gsub.median_body_cov,1.0,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.TSS.lgbm_cqr_gsub.share_below_090,0.292,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.TSS.lgbm_cqr_gsub.share_below_080,0.162,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.TSS.lgbm_cqr_gsub.share_below_050,0.048,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.TSS.lgbm_cqr_gsub.share_zero,0.014,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.TSS.lgbm_cvplus.class_blue.cov,0.7915966386554621,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.TSS.lgbm_cvplus.class_blue.n_rows,595.0,integer,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.TSS.lgbm_cvplus.class_green.cov,0.9238487972508591,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.TSS.lgbm_cvplus.class_green.n_rows,14550.0,integer,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.TSS.lgbm_cvplus.class_red.cov,0.8457472369053339,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.TSS.lgbm_cvplus.class_red.n_rows,2081.0,integer,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.TSS.lgbm_cvplus.n_body_splits,500.0,integer,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.TSS.lgbm_cvplus.median_body_cov,1.0,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.TSS.lgbm_cvplus.share_below_090,0.3,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.TSS.lgbm_cvplus.share_below_080,0.146,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.TSS.lgbm_cvplus.share_below_050,0.052,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.TSS.lgbm_cvplus.share_zero,0.014,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.mdn_native.class_blue.cov,0.818041237113402,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.aCDOM440.mdn_native.class_blue.n_rows,1940.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.aCDOM440.mdn_native.class_green.cov,0.6319408406850026,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.aCDOM440.mdn_native.class_green.n_rows,15416.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.aCDOM440.mdn_native.class_red.cov,0.5676552363299351,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.aCDOM440.mdn_native.class_red.n_rows,2158.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.aCDOM440.mdn_native.n_body_splits,471.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.mdn_native.median_body_cov,0.7333333333333333,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.mdn_native.share_below_090,0.7685774946921444,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.mdn_native.share_below_080,0.6029723991507431,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.mdn_native.share_below_050,0.21868365180467092,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.mdn_native.share_zero,0.029723991507430998,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_gauss.class_blue.cov,0.9304123711340206,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_gauss.class_blue.n_rows,1940.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_gauss.class_green.cov,0.9020498183705241,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_gauss.class_green.n_rows,15416.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_gauss.class_red.cov,0.8164967562557924,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_gauss.class_red.n_rows,2158.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_gauss.n_body_splits,471.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_gauss.median_body_cov,1.0,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_gauss.share_below_090,0.2229299363057325,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_gauss.share_below_080,0.13800424628450106,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_gauss.share_below_050,0.08280254777070063,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_gauss.share_zero,0.010615711252653927,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_scp_pool.class_blue.cov,0.9324742268041237,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_scp_pool.class_blue.n_rows,1940.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_scp_pool.class_green.cov,0.8969252724442138,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_scp_pool.class_green.n_rows,15416.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_scp_pool.class_red.cov,0.8100092678405931,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_scp_pool.class_red.n_rows,2158.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_scp_pool.n_body_splits,471.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_scp_pool.median_body_cov,1.0,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_scp_pool.share_below_090,0.2760084925690021,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_scp_pool.share_below_080,0.15286624203821655,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_scp_pool.share_below_050,0.07643312101910828,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_scp_pool.share_zero,0.008492569002123142,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_scp_gsub.class_blue.cov,0.9314432989690722,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_scp_gsub.class_blue.n_rows,1940.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_scp_gsub.class_green.cov,0.9002983912817851,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_scp_gsub.class_green.n_rows,15416.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_scp_gsub.class_red.cov,0.8215940685820204,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_scp_gsub.class_red.n_rows,2158.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_scp_gsub.n_body_splits,471.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_scp_gsub.median_body_cov,1.0,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_scp_gsub.share_below_090,0.24416135881104034,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_scp_gsub.share_below_080,0.15074309978768577,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_scp_gsub.share_below_050,0.07855626326963906,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_scp_gsub.share_zero,0.0021231422505307855,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_cqr_gsub.class_blue.cov,0.8716494845360825,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_cqr_gsub.class_blue.n_rows,1940.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_cqr_gsub.class_green.cov,0.880059678256357,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_cqr_gsub.class_green.n_rows,15416.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_cqr_gsub.class_red.cov,0.798887859128823,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_cqr_gsub.class_red.n_rows,2158.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_cqr_gsub.n_body_splits,471.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_cqr_gsub.median_body_cov,1.0,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_cqr_gsub.share_below_090,0.2908704883227176,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_cqr_gsub.share_below_080,0.18683651804670912,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_cqr_gsub.share_below_050,0.09978768577494693,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_cqr_gsub.share_zero,0.004246284501061571,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_cvplus.class_blue.cov,0.934020618556701,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_cvplus.class_blue.n_rows,1940.0,integer,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_cvplus.class_green.cov,0.8974442138038402,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_cvplus.class_green.n_rows,15416.0,integer,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_cvplus.class_red.cov,0.8160333642261353,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_cvplus.class_red.n_rows,2158.0,integer,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.aCDOM440.lgbm_cvplus.n_body_splits,471.0,integer,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_cvplus.median_body_cov,1.0,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_cvplus.share_below_090,0.24203821656050956,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_cvplus.share_below_080,0.1592356687898089,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_cvplus.share_below_050,0.09129511677282377,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.aCDOM440.lgbm_cvplus.share_zero,0.0021231422505307855,3 decimals,results/cvplus_v3/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.mdn_native.class_blue.cov,0.613941018766756,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.Secchi_depth.mdn_native.class_blue.n_rows,373.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.Secchi_depth.mdn_native.class_green.cov,0.6724126841191227,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.Secchi_depth.mdn_native.class_green.n_rows,15547.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.Secchi_depth.mdn_native.class_red.cov,0.5871848739495799,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.Secchi_depth.mdn_native.class_red.n_rows,1904.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.Secchi_depth.mdn_native.n_body_splits,482.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.mdn_native.median_body_cov,0.7071078431372549,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.mdn_native.share_below_090,0.8319502074688797,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.mdn_native.share_below_080,0.6244813278008299,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.mdn_native.share_below_050,0.17012448132780084,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.mdn_native.share_zero,0.03112033195020747,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_gauss.class_blue.cov,0.7211796246648794,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_gauss.class_blue.n_rows,373.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_gauss.class_green.cov,0.9287322312986428,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_gauss.class_green.n_rows,15547.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the green-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_gauss.class_red.cov,0.8918067226890757,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_gauss.class_red.n_rows,1904.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the red-peaked display class; EXPLORATORY"
cond.Secchi_depth.lgbm_gauss.n_body_splits,482.0,integer,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_gauss.median_body_cov,1.0,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_gauss.share_below_090,0.26348547717842324,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_gauss.share_below_080,0.12240663900414937,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_gauss.share_below_050,0.03112033195020747,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_gauss.share_zero,0.012448132780082987,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, water bodies with at least 5 test samples; one entry per split and water body; EXPLORATORY"
cond.Secchi_depth.lgbm_scp_pool.class_blue.cov,0.6702412868632708,3 decimals,results/core_v2/pred_*.parquet,"hyp, waterbody, primary, alpha=0.1, seeds 0-19, pooled test rows of the blue-peaked display class; EXPLORATORY"
