label,target,order,eval_set,k,score,variant,alpha,n_seeds,mean_cov,sd_cov,mean_n_wb,inf_rate
exploratory,TSS,earliest,per_k,1,scp,global,0.1,20,0.900271345904609,0.06268737124256803,22.25,0.0
exploratory,TSS,earliest,per_k,1,scp,hybrid,0.1,20,0.9048619058538561,0.05733172345030859,22.25,0.0
exploratory,TSS,earliest,per_k,1,scp,local,0.1,20,1.0,0.0,22.25,1.0
exploratory,TSS,earliest,per_k,2,cqr,augment,0.1,20,0.9146312553581317,0.04202349277826975,18.6,0.0
exploratory,TSS,earliest,per_k,2,cqr,global,0.1,20,0.9124234663414086,0.04380237720570737,18.6,0.0
exploratory,TSS,earliest,per_k,2,cqr,hybrid,0.1,20,0.9146312553581317,0.04202349277826975,18.6,0.0
exploratory,TSS,earliest,per_k,2,cqr,local,0.1,20,1.0,0.0,18.6,1.0
exploratory,TSS,earliest,per_k,2,scp,augment,0.1,20,0.9167479097202271,0.055336135870103734,18.6,0.0
exploratory,TSS,earliest,per_k,2,scp,global,0.1,20,0.9117754644440262,0.06105594777434762,18.6,0.0
exploratory,TSS,earliest,per_k,2,scp,hybrid,0.1,20,0.9167479097202271,0.055336135870103734,18.6,0.0
exploratory,TSS,earliest,per_k,2,scp,local,0.1,20,1.0,0.0,18.6,1.0
exploratory,TSS,earliest,per_k,5,cqr,augment,0.1,20,0.9391766441937689,0.025854181303105756,15.5,0.0
exploratory,TSS,earliest,per_k,5,cqr,global,0.1,20,0.9331064163070837,0.03315867390928382,15.5,0.0
exploratory,TSS,earliest,per_k,5,cqr,hybrid,0.1,20,0.9391766441937689,0.025854181303105756,15.5,0.0
exploratory,TSS,earliest,per_k,5,cqr,local,0.1,20,1.0,0.0,15.5,1.0
exploratory,TSS,earliest,per_k,5,scp,augment,0.1,20,0.9272838505565659,0.04101542070354849,15.5,0.0
exploratory,TSS,earliest,per_k,5,scp,global,0.1,20,0.9171350867253176,0.054044311858987074,15.5,0.0
exploratory,TSS,earliest,per_k,5,scp,hybrid,0.1,20,0.9272838505565659,0.04101542070354849,15.5,0.0
exploratory,TSS,earliest,per_k,5,scp,local,0.1,20,1.0,0.0,15.5,1.0
exploratory,TSS,earliest,per_k,10,cqr,augment,0.1,20,0.9267973138875505,0.037204012834211375,10.75,0.0
exploratory,TSS,earliest,per_k,10,cqr,global,0.1,20,0.9236589382816062,0.04183995848401523,10.75,0.0
exploratory,TSS,earliest,per_k,10,cqr,hybrid,0.1,20,0.8446170112120874,0.04854159745235351,10.75,0.0
exploratory,TSS,earliest,per_k,10,cqr,local,0.1,20,0.8446170112120874,0.04854159745235351,10.75,0.0
exploratory,TSS,earliest,per_k,10,scp,augment,0.1,20,0.9115745095240027,0.05687918548640396,10.75,0.0
exploratory,TSS,earliest,per_k,10,scp,global,0.1,20,0.909619401601999,0.064013978971916,10.75,0.0
exploratory,TSS,earliest,per_k,10,scp,hybrid,0.1,20,0.8467198069163088,0.05246249615343914,10.75,0.0
exploratory,TSS,earliest,per_k,10,scp,local,0.1,20,0.8467198069163088,0.05246249615343914,10.75,0.0
exploratory,TSS,earliest,per_k,20,cqr,augment,0.1,20,0.9226729498966206,0.04973942300934691,7.2,0.0
exploratory,TSS,earliest,per_k,20,cqr,global,0.1,20,0.9211697393892123,0.049695472609548694,7.2,0.0
exploratory,TSS,earliest,per_k,20,cqr,hybrid,0.1,20,0.8553240415774843,0.05933109346962437,7.2,0.0
exploratory,TSS,earliest,per_k,20,cqr,local,0.1,20,0.8553240415774843,0.05933109346962437,7.2,0.0
exploratory,TSS,earliest,per_k,20,scp,augment,0.1,20,0.9102145471289601,0.05715904790223658,7.2,0.0
exploratory,TSS,earliest,per_k,20,scp,global,0.1,20,0.904375072590485,0.07056279851329866,7.2,0.0
exploratory,TSS,earliest,per_k,20,scp,hybrid,0.1,20,0.8573020553013494,0.05181117049314763,7.2,0.0
exploratory,TSS,earliest,per_k,20,scp,local,0.1,20,0.8573020553013494,0.05181117049314763,7.2,0.0
exploratory,TSS,random,common,0,cqr,augment,0.1,20,0.9184120034108003,0.04324643064565128,7.2,0.0
exploratory,TSS,random,common,0,cqr,global,0.1,20,0.9184120034108003,0.04324643064565128,7.2,0.0
exploratory,TSS,random,common,0,cqr,hybrid,0.1,20,0.9184120034108003,0.04324643064565128,7.2,0.0
exploratory,TSS,random,common,0,cqr,local,0.1,20,1.0,0.0,7.2,1.0
exploratory,TSS,random,common,0,scp,augment,0.1,20,0.9082889140923311,0.07117219668042234,7.2,0.0
exploratory,TSS,random,common,0,scp,global,0.1,20,0.9082889140923311,0.07117219668042234,7.2,0.0
exploratory,TSS,random,common,0,scp,hybrid,0.1,20,0.9082889140923311,0.07117219668042234,7.2,0.0
exploratory,TSS,random,common,0,scp,local,0.1,20,1.0,0.0,7.2,1.0
exploratory,TSS,random,common,1,cqr,augment,0.1,20,0.9211170490035328,0.040389401300530044,7.2,0.0
exploratory,TSS,random,common,1,cqr,global,0.1,20,0.9184120034108003,0.04324643064565128,7.2,0.0
exploratory,TSS,random,common,1,cqr,hybrid,0.1,20,0.9211170490035328,0.040389401300530044,7.2,0.0
exploratory,TSS,random,common,1,cqr,local,0.1,20,1.0,0.0,7.2,1.0
exploratory,TSS,random,common,1,scp,augment,0.1,20,0.9086910969106832,0.07068499047499338,7.2,0.0
exploratory,TSS,random,common,1,scp,global,0.1,20,0.9082889140923311,0.07117219668042234,7.2,0.0
exploratory,TSS,random,common,1,scp,hybrid,0.1,20,0.9086910969106832,0.07068499047499338,7.2,0.0
exploratory,TSS,random,common,1,scp,local,0.1,20,1.0,0.0,7.2,1.0
exploratory,TSS,random,common,2,cqr,augment,0.1,20,0.921925138878373,0.03997381525555317,7.2,0.0
exploratory,TSS,random,common,2,cqr,global,0.1,20,0.9184120034108003,0.04324643064565128,7.2,0.0
exploratory,TSS,random,common,2,cqr,hybrid,0.1,20,0.921925138878373,0.03997381525555317,7.2,0.0
exploratory,TSS,random,common,2,cqr,local,0.1,20,1.0,0.0,7.2,1.0
exploratory,TSS,random,common,2,scp,augment,0.1,20,0.9145305897316712,0.06430096337909191,7.2,0.0
exploratory,TSS,random,common,2,scp,global,0.1,20,0.9082889140923311,0.07117219668042234,7.2,0.0
exploratory,TSS,random,common,2,scp,hybrid,0.1,20,0.9145305897316712,0.06430096337909191,7.2,0.0
exploratory,TSS,random,common,2,scp,local,0.1,20,1.0,0.0,7.2,1.0
exploratory,TSS,random,common,5,cqr,augment,0.1,20,0.9269121793454482,0.0386434472573415,7.2,0.0
exploratory,TSS,random,common,5,cqr,global,0.1,20,0.9184120034108003,0.04324643064565128,7.2,0.0
exploratory,TSS,random,common,5,cqr,hybrid,0.1,20,0.9269121793454482,0.0386434472573415,7.2,0.0
exploratory,TSS,random,common,5,cqr,local,0.1,20,1.0,0.0,7.2,1.0
exploratory,TSS,random,common,5,scp,augment,0.1,20,0.9223867472674538,0.06149492853744556,7.2,0.0
exploratory,TSS,random,common,5,scp,global,0.1,20,0.9082889140923311,0.07117219668042234,7.2,0.0
exploratory,TSS,random,common,5,scp,hybrid,0.1,20,0.9223867472674538,0.06149492853744556,7.2,0.0
exploratory,TSS,random,common,5,scp,local,0.1,20,1.0,0.0,7.2,1.0
exploratory,TSS,random,common,10,cqr,augment,0.1,20,0.924165959352416,0.036150283804608926,7.2,0.0
exploratory,TSS,random,common,10,cqr,global,0.1,20,0.9184120034108003,0.04324643064565128,7.2,0.0
exploratory,TSS,random,common,10,cqr,hybrid,0.1,20,0.9311905581490938,0.024658023463823,7.2,0.0
exploratory,TSS,random,common,10,cqr,local,0.1,20,0.9311905581490938,0.024658023463823,7.2,0.0
exploratory,TSS,random,common,10,scp,augment,0.1,20,0.9175646682482181,0.056425284939581315,7.2,0.0
exploratory,TSS,random,common,10,scp,global,0.1,20,0.9082889140923311,0.07117219668042234,7.2,0.0
exploratory,TSS,random,common,10,scp,hybrid,0.1,20,0.9217568394864507,0.027042022285312307,7.2,0.0
exploratory,TSS,random,common,10,scp,local,0.1,20,0.9217568394864507,0.027042022285312307,7.2,0.0
exploratory,TSS,random,common,20,cqr,augment,0.1,20,0.9275661965236027,0.0327875561843218,7.2,0.0
exploratory,TSS,random,common,20,cqr,global,0.1,20,0.9184120034108003,0.04324643064565128,7.2,0.0
exploratory,TSS,random,common,20,cqr,hybrid,0.1,20,0.9165002555168223,0.022473585077463273,7.2,0.0
exploratory,TSS,random,common,20,cqr,local,0.1,20,0.9165002555168223,0.022473585077463273,7.2,0.0
exploratory,TSS,random,common,20,scp,augment,0.1,20,0.9228279501641736,0.05086815452264674,7.2,0.0
exploratory,TSS,random,common,20,scp,global,0.1,20,0.9082889140923311,0.07117219668042234,7.2,0.0
exploratory,TSS,random,common,20,scp,hybrid,0.1,20,0.9152307395449559,0.026003841517696174,7.2,0.0
exploratory,TSS,random,common,20,scp,local,0.1,20,0.9152307395449559,0.026003841517696174,7.2,0.0
exploratory,TSS,random,per_k,0,cqr,augment,0.1,20,0.8925378321830344,0.05040021956587157,25.0,0.0
exploratory,TSS,random,per_k,0,cqr,global,0.1,20,0.8925378321830344,0.05040021956587157,25.0,0.0
exploratory,TSS,random,per_k,0,cqr,hybrid,0.1,20,0.8925378321830344,0.05040021956587157,25.0,0.0
exploratory,TSS,random,per_k,0,cqr,local,0.1,20,1.0,0.0,25.0,1.0
exploratory,TSS,random,per_k,0,scp,augment,0.1,20,0.8886508282046501,0.06669329238244222,25.0,0.0
exploratory,TSS,random,per_k,0,scp,global,0.1,20,0.8886508282046501,0.06669329238244222,25.0,0.0
exploratory,TSS,random,per_k,0,scp,hybrid,0.1,20,0.8886508282046501,0.06669329238244222,25.0,0.0
exploratory,TSS,random,per_k,0,scp,local,0.1,20,1.0,0.0,25.0,1.0
exploratory,TSS,random,per_k,1,cqr,augment,0.1,20,0.9088169316389487,0.038875950538858256,22.25,0.0
exploratory,TSS,random,per_k,1,cqr,global,0.1,20,0.9051446217329777,0.04430035419478098,22.25,0.0
exploratory,TSS,random,per_k,1,cqr,hybrid,0.1,20,0.9088169316389487,0.038875950538858256,22.25,0.0
exploratory,TSS,random,per_k,1,cqr,local,0.1,20,1.0,0.0,22.25,1.0
exploratory,TSS,random,per_k,1,scp,augment,0.1,20,0.9032315093582433,0.06155240456696117,22.25,0.0
exploratory,TSS,random,per_k,1,scp,global,0.1,20,0.9001705436901046,0.06391031127219488,22.25,0.0
exploratory,TSS,random,per_k,1,scp,hybrid,0.1,20,0.9032315093582433,0.06155240456696117,22.25,0.0
exploratory,TSS,random,per_k,1,scp,local,0.1,20,1.0,0.0,22.25,1.0
exploratory,TSS,random,per_k,2,cqr,augment,0.1,20,0.9149624499638813,0.03984317097832779,18.6,0.0
exploratory,TSS,random,per_k,2,cqr,global,0.1,20,0.912107288334739,0.04243174309842064,18.6,0.0
exploratory,TSS,random,per_k,2,cqr,hybrid,0.1,20,0.9149624499638813,0.03984317097832779,18.6,0.0
exploratory,TSS,random,per_k,2,cqr,local,0.1,20,1.0,0.0,18.6,1.0
exploratory,TSS,random,per_k,2,scp,augment,0.1,20,0.9147379709485854,0.0592623000532418,18.6,0.0
exploratory,TSS,random,per_k,2,scp,global,0.1,20,0.9102594013560964,0.06394332434385037,18.6,0.0
exploratory,TSS,random,per_k,2,scp,hybrid,0.1,20,0.9147379709485854,0.0592623000532418,18.6,0.0
exploratory,TSS,random,per_k,2,scp,local,0.1,20,1.0,0.0,18.6,1.0
exploratory,TSS,random,per_k,5,cqr,augment,0.1,20,0.9452721172507536,0.02400664632197289,15.5,0.0
exploratory,TSS,random,per_k,5,cqr,global,0.1,20,0.9381739087223915,0.03036030183155341,15.5,0.0
exploratory,TSS,random,per_k,5,cqr,hybrid,0.1,20,0.9452721172507536,0.02400664632197289,15.5,0.0
exploratory,TSS,random,per_k,5,cqr,local,0.1,20,1.0,0.0,15.5,1.0
exploratory,TSS,random,per_k,5,scp,augment,0.1,20,0.9413982570060353,0.04134212841390303,15.5,0.0
exploratory,TSS,random,per_k,5,scp,global,0.1,20,0.9270565811571541,0.053576465616103894,15.5,0.0
exploratory,TSS,random,per_k,5,scp,hybrid,0.1,20,0.9413982570060353,0.04134212841390303,15.5,0.0
exploratory,TSS,random,per_k,5,scp,local,0.1,20,1.0,0.0,15.5,1.0
exploratory,TSS,random,per_k,10,cqr,augment,0.1,20,0.9322562693622493,0.0327414282201499,10.75,0.0
exploratory,TSS,random,per_k,10,cqr,global,0.1,20,0.9254641602231519,0.040973460403774434,10.75,0.0
exploratory,TSS,random,per_k,10,cqr,hybrid,0.1,20,0.9223454203088958,0.02659457068793132,10.75,0.0
exploratory,TSS,random,per_k,10,cqr,local,0.1,20,0.9223454203088958,0.02659457068793132,10.75,0.0
exploratory,TSS,random,per_k,10,scp,augment,0.1,20,0.9268379246049696,0.049021661762328125,10.75,0.0
exploratory,TSS,random,per_k,10,scp,global,0.1,20,0.9183606229369163,0.06304487463366959,10.75,0.0
exploratory,TSS,random,per_k,10,scp,hybrid,0.1,20,0.9054985378318188,0.032117237645375336,10.75,0.0
exploratory,TSS,random,per_k,10,scp,local,0.1,20,0.9054985378318188,0.032117237645375336,10.75,0.0
exploratory,TSS,random,per_k,20,cqr,augment,0.1,20,0.9275661965236027,0.0327875561843218,7.2,0.0
exploratory,TSS,random,per_k,20,cqr,global,0.1,20,0.9184120034108003,0.04324643064565128,7.2,0.0
exploratory,TSS,random,per_k,20,cqr,hybrid,0.1,20,0.9165002555168223,0.022473585077463273,7.2,0.0
exploratory,TSS,random,per_k,20,cqr,local,0.1,20,0.9165002555168223,0.022473585077463273,7.2,0.0
exploratory,TSS,random,per_k,20,scp,augment,0.1,20,0.9228279501641736,0.05086815452264674,7.2,0.0
exploratory,TSS,random,per_k,20,scp,global,0.1,20,0.9082889140923311,0.07117219668042234,7.2,0.0
exploratory,TSS,random,per_k,20,scp,hybrid,0.1,20,0.9152307395449559,0.026003841517696174,7.2,0.0
exploratory,TSS,random,per_k,20,scp,local,0.1,20,0.9152307395449559,0.026003841517696174,7.2,0.0
