key,value,rounding,source_file,filter
t2.aCDOM440.contributor_ds.n_splits,50,integer,data/processed/splits_aCDOM440.parquet,"protocol == contributor_ds; distinct (seed, fold, test_unit)"
t2.aCDOM440.contributor_ds.n_seeds,10,integer,data/processed/splits_aCDOM440.parquet,protocol == contributor_ds; nunique seed
t2.aCDOM440.contributor_ds.n_descriptive,0,integer,data/processed/splits_aCDOM440.parquet,protocol == contributor_ds; descriptive_only splits
t2.aCDOM440.contributor_ds.train.rows_median,2266.5,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == contributor_ds; role == train; median over splits of row count
t2.aCDOM440.contributor_ds.train.wb_median,145.0,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == contributor_ds; role == train; median over splits of nunique wb_group
t2.aCDOM440.contributor_ds.cal.rows_median,802.5,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == contributor_ds; role == cal; median over splits of row count
t2.aCDOM440.contributor_ds.cal.wb_median,56.0,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == contributor_ds; role == cal; median over splits of nunique wb_group
t2.aCDOM440.contributor_ds.test.rows_median,817.5,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == contributor_ds; role == test; median over splits of row count
t2.aCDOM440.contributor_ds.test.wb_median,49.5,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == contributor_ds; role == test; median over splits of nunique wb_group
t2.aCDOM440.contributor.n_splits,50,integer,data/processed/splits_aCDOM440.parquet,"protocol == contributor; distinct (seed, fold, test_unit)"
t2.aCDOM440.contributor.n_seeds,10,integer,data/processed/splits_aCDOM440.parquet,protocol == contributor; nunique seed
t2.aCDOM440.contributor.n_descriptive,0,integer,data/processed/splits_aCDOM440.parquet,protocol == contributor; descriptive_only splits
t2.aCDOM440.contributor.train.rows_median,2536.0,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == contributor; role == train; median over splits of row count
t2.aCDOM440.contributor.train.wb_median,148.0,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == contributor; role == train; median over splits of nunique wb_group
t2.aCDOM440.contributor.cal.rows_median,911.5,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == contributor; role == cal; median over splits of row count
t2.aCDOM440.contributor.cal.wb_median,48.0,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == contributor; role == cal; median over splits of nunique wb_group
t2.aCDOM440.contributor.test.rows_median,600.5,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == contributor; role == test; median over splits of row count
t2.aCDOM440.contributor.test.wb_median,48.0,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == contributor; role == test; median over splits of nunique wb_group
t2.aCDOM440.region.n_splits,30,integer,data/processed/splits_aCDOM440.parquet,"protocol == region; distinct (seed, fold, test_unit)"
t2.aCDOM440.region.n_seeds,5,integer,data/processed/splits_aCDOM440.parquet,protocol == region; nunique seed
t2.aCDOM440.region.n_descriptive,10,integer,data/processed/splits_aCDOM440.parquet,protocol == region; descriptive_only splits
t2.aCDOM440.region.train.rows_median,2762.0,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == region; role == train; median over splits of row count
t2.aCDOM440.region.train.wb_median,168.0,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == region; role == train; median over splits of nunique wb_group
t2.aCDOM440.region.cal.rows_median,878.5,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == region; role == cal; median over splits of row count
t2.aCDOM440.region.cal.wb_median,56.0,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == region; role == cal; median over splits of nunique wb_group
t2.aCDOM440.region.test.rows_median,478.0,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == region; role == test; median over splits of row count
t2.aCDOM440.region.test.wb_median,26.0,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == region; role == test; median over splits of nunique wb_group
t2.aCDOM440.region_na.n_splits,20,integer,data/processed/splits_aCDOM440.parquet,"protocol == region_na; distinct (seed, fold, test_unit)"
t2.aCDOM440.region_na.n_seeds,5,integer,data/processed/splits_aCDOM440.parquet,protocol == region_na; nunique seed
t2.aCDOM440.region_na.n_descriptive,0,integer,data/processed/splits_aCDOM440.parquet,protocol == region_na; descriptive_only splits
t2.aCDOM440.region_na.train.rows_median,2771.5,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == region_na; role == train; median over splits of row count
t2.aCDOM440.region_na.train.wb_median,168.0,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == region_na; role == train; median over splits of nunique wb_group
t2.aCDOM440.region_na.cal.rows_median,888.0,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == region_na; role == cal; median over splits of row count
t2.aCDOM440.region_na.cal.wb_median,57.0,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == region_na; role == cal; median over splits of nunique wb_group
t2.aCDOM440.region_na.test.rows_median,482.0,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == region_na; role == test; median over splits of row count
t2.aCDOM440.region_na.test.wb_median,25.0,"integer (median, half up)",data/processed/splits_aCDOM440.parquet,protocol == region_na; role == test; median over splits of nunique wb_group
t2.Secchi_depth.random.n_splits,20,integer,data/processed/splits_Secchi_depth.parquet,"protocol == random; distinct (seed, fold, test_unit)"
t2.Secchi_depth.random.n_seeds,20,integer,data/processed/splits_Secchi_depth.parquet,protocol == random; nunique seed
t2.Secchi_depth.random.n_descriptive,0,integer,data/processed/splits_Secchi_depth.parquet,protocol == random; descriptive_only splits
t2.Secchi_depth.random.train.rows_median,2225.5,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == random; role == train; median over splits of row count
t2.Secchi_depth.random.train.wb_median,283.5,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == random; role == train; median over splits of nunique wb_group
t2.Secchi_depth.random.cal.rows_median,741.0,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == random; role == cal; median over splits of row count
t2.Secchi_depth.random.cal.wb_median,178.0,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == random; role == cal; median over splits of nunique wb_group
t2.Secchi_depth.random.test.rows_median,740.0,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == random; role == test; median over splits of row count
t2.Secchi_depth.random.test.wb_median,176.5,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == random; role == test; median over splits of nunique wb_group
t2.Secchi_depth.waterbody.n_splits,20,integer,data/processed/splits_Secchi_depth.parquet,"protocol == waterbody; distinct (seed, fold, test_unit)"
t2.Secchi_depth.waterbody.n_seeds,20,integer,data/processed/splits_Secchi_depth.parquet,protocol == waterbody; nunique seed
t2.Secchi_depth.waterbody.n_descriptive,0,integer,data/processed/splits_Secchi_depth.parquet,protocol == waterbody; descriptive_only splits
t2.Secchi_depth.waterbody.train.rows_median,2073.5,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == waterbody; role == train; median over splits of row count
t2.Secchi_depth.waterbody.train.wb_median,198.0,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == waterbody; role == train; median over splits of nunique wb_group
t2.Secchi_depth.waterbody.cal.rows_median,614.5,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == waterbody; role == cal; median over splits of row count
t2.Secchi_depth.waterbody.cal.wb_median,66.0,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == waterbody; role == cal; median over splits of nunique wb_group
t2.Secchi_depth.waterbody.test.rows_median,1031.5,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == waterbody; role == test; median over splits of row count
t2.Secchi_depth.waterbody.test.wb_median,66.0,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == waterbody; role == test; median over splits of nunique wb_group
t2.Secchi_depth.waterbody_5km.n_splits,10,integer,data/processed/splits5km_Secchi_depth.parquet,"protocol == waterbody_5km; distinct (seed, fold, test_unit)"
t2.Secchi_depth.waterbody_5km.n_seeds,10,integer,data/processed/splits5km_Secchi_depth.parquet,protocol == waterbody_5km; nunique seed
t2.Secchi_depth.waterbody_5km.n_descriptive,0,integer,data/processed/splits5km_Secchi_depth.parquet,protocol == waterbody_5km; descriptive_only splits
t2.Secchi_depth.waterbody_5km.train.rows_median,2247.5,"integer (median, half up)",data/processed/splits5km_Secchi_depth.parquet,protocol == waterbody_5km; role == train; median over splits of row count
t2.Secchi_depth.waterbody_5km.train.wb_median,174.0,"integer (median, half up)",data/processed/splits5km_Secchi_depth.parquet,protocol == waterbody_5km; role == train; median over splits of nunique wb_5km
t2.Secchi_depth.waterbody_5km.cal.rows_median,841.0,"integer (median, half up)",data/processed/splits5km_Secchi_depth.parquet,protocol == waterbody_5km; role == cal; median over splits of row count
t2.Secchi_depth.waterbody_5km.cal.wb_median,58.0,"integer (median, half up)",data/processed/splits5km_Secchi_depth.parquet,protocol == waterbody_5km; role == cal; median over splits of nunique wb_5km
t2.Secchi_depth.waterbody_5km.test.rows_median,611.0,"integer (median, half up)",data/processed/splits5km_Secchi_depth.parquet,protocol == waterbody_5km; role == test; median over splits of row count
t2.Secchi_depth.waterbody_5km.test.wb_median,58.0,"integer (median, half up)",data/processed/splits5km_Secchi_depth.parquet,protocol == waterbody_5km; role == test; median over splits of nunique wb_5km
t2.Secchi_depth.contributor_ds.n_splits,50,integer,data/processed/splits_Secchi_depth.parquet,"protocol == contributor_ds; distinct (seed, fold, test_unit)"
t2.Secchi_depth.contributor_ds.n_seeds,10,integer,data/processed/splits_Secchi_depth.parquet,protocol == contributor_ds; nunique seed
t2.Secchi_depth.contributor_ds.n_descriptive,0,integer,data/processed/splits_Secchi_depth.parquet,protocol == contributor_ds; descriptive_only splits
t2.Secchi_depth.contributor_ds.train.rows_median,2010.5,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == contributor_ds; role == train; median over splits of row count
t2.Secchi_depth.contributor_ds.train.wb_median,197.5,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == contributor_ds; role == train; median over splits of nunique wb_group
t2.Secchi_depth.contributor_ds.cal.rows_median,687.5,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == contributor_ds; role == cal; median over splits of row count
t2.Secchi_depth.contributor_ds.cal.wb_median,72.0,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == contributor_ds; role == cal; median over splits of nunique wb_group
t2.Secchi_depth.contributor_ds.test.rows_median,742.0,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == contributor_ds; role == test; median over splits of row count
t2.Secchi_depth.contributor_ds.test.wb_median,71.5,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == contributor_ds; role == test; median over splits of nunique wb_group
t2.Secchi_depth.contributor.n_splits,50,integer,data/processed/splits_Secchi_depth.parquet,"protocol == contributor; distinct (seed, fold, test_unit)"
t2.Secchi_depth.contributor.n_seeds,10,integer,data/processed/splits_Secchi_depth.parquet,protocol == contributor; nunique seed
t2.Secchi_depth.contributor.n_descriptive,0,integer,data/processed/splits_Secchi_depth.parquet,protocol == contributor; descriptive_only splits
t2.Secchi_depth.contributor.train.rows_median,2254.0,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == contributor; role == train; median over splits of row count
t2.Secchi_depth.contributor.train.wb_median,171.5,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == contributor; role == train; median over splits of nunique wb_group
t2.Secchi_depth.contributor.cal.rows_median,829.5,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == contributor; role == cal; median over splits of row count
t2.Secchi_depth.contributor.cal.wb_median,71.5,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == contributor; role == cal; median over splits of nunique wb_group
t2.Secchi_depth.contributor.test.rows_median,586.5,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == contributor; role == test; median over splits of row count
t2.Secchi_depth.contributor.test.wb_median,56.0,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == contributor; role == test; median over splits of nunique wb_group
t2.Secchi_depth.region.n_splits,30,integer,data/processed/splits_Secchi_depth.parquet,"protocol == region; distinct (seed, fold, test_unit)"
t2.Secchi_depth.region.n_seeds,5,integer,data/processed/splits_Secchi_depth.parquet,protocol == region; nunique seed
t2.Secchi_depth.region.n_descriptive,10,integer,data/processed/splits_Secchi_depth.parquet,protocol == region; descriptive_only splits
t2.Secchi_depth.region.train.rows_median,2488.5,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == region; role == train; median over splits of row count
t2.Secchi_depth.region.train.wb_median,209.5,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == region; role == train; median over splits of nunique wb_group
t2.Secchi_depth.region.cal.rows_median,665.0,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == region; role == cal; median over splits of row count
t2.Secchi_depth.region.cal.wb_median,70.0,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == region; role == cal; median over splits of nunique wb_group
t2.Secchi_depth.region.test.rows_median,438.5,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == region; role == test; median over splits of row count
t2.Secchi_depth.region.test.wb_median,50.5,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == region; role == test; median over splits of nunique wb_group
t2.Secchi_depth.region_na.n_splits,20,integer,data/processed/splits_Secchi_depth.parquet,"protocol == region_na; distinct (seed, fold, test_unit)"
t2.Secchi_depth.region_na.n_seeds,5,integer,data/processed/splits_Secchi_depth.parquet,protocol == region_na; nunique seed
t2.Secchi_depth.region_na.n_descriptive,0,integer,data/processed/splits_Secchi_depth.parquet,protocol == region_na; descriptive_only splits
t2.Secchi_depth.region_na.train.rows_median,2541.0,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == region_na; role == train; median over splits of row count
t2.Secchi_depth.region_na.train.wb_median,226.5,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == region_na; role == train; median over splits of nunique wb_group
t2.Secchi_depth.region_na.cal.rows_median,742.5,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == region_na; role == cal; median over splits of row count
t2.Secchi_depth.region_na.cal.wb_median,76.0,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == region_na; role == cal; median over splits of nunique wb_group
t2.Secchi_depth.region_na.test.rows_median,384.5,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == region_na; role == test; median over splits of row count
t2.Secchi_depth.region_na.test.wb_median,27.5,"integer (median, half up)",data/processed/splits_Secchi_depth.parquet,protocol == region_na; role == test; median over splits of nunique wb_group
txt.all.n_rows,7572,integer,data/processed/gloria.parquet,all rows (Fig. 1 box 1)
txt.all.n_qc_primary,6957,integer,data/processed/gloria.parquet,qc_primary (Fig. 1 box 2)
txt.all.n_wb_group,387,integer,data/processed/gloria.parquet,all rows; nunique wb_group
txt.all.n_wb_5km,340,integer,data/processed/gloria.parquet,all rows; nunique wb_5km
txt.n_manual_merge_sets,8,integer,src/data/groups.py,len(MANUAL_MERGES) + len(EXTRA_MERGES); name sets merged by override
txt.all.n_wb_group_extent_gt200km,17,integer,data/processed/gloria.parquet,all rows with coordinates; wb_group with max pairwise haversine distance > 200 km
txt.Chla.primary.n_fluorometry,1610,integer,data/processed/gloria.parquet,chla_primary & chl_technique == fluorometry
txt.Chla.primary.n_spectrophotometry,1333,integer,data/processed/gloria.parquet,chla_primary & chl_technique == spectrophotometry
txt.Chla.primary.n_hplc,577,integer,data/processed/gloria.parquet,chla_primary & chl_technique == HPLC
txt.Chla.primary.n_method_missing,955,integer,data/processed/gloria.parquet,chla_primary & chl_technique == missing
txt.Chla.primary.n_uncorrected,3008,integer,data/processed/gloria.parquet,chla_primary & chla_uncorrected (Phaeophytin_correction == 0)
txt.Chla.n_alh_excluded,286,integer,data/processed/gloria.parquet,Chla > 0 & qc_primary & chla_optical_estimate (removed from chla_primary)
txt.Secchi_depth.primary.n_no_depth,995,integer,data/processed/gloria.parquet,secchi_primary & Depth missing
txt.dup_spectrum.n_sets,40,integer,data/processed/gloria.parquet,spec_hash values shared by >= 2 rows
txt.dup_spectrum.n_sets_label_conflict,31,integer,data/processed/gloria.parquet,identical-spectrum sets whose rows differ in any non-null target value
txt.primary_union.n_dup_spectrum_label_conflict,64,integer,data/processed/gloria.parquet,rows of label-conflict sets in the union of the four primary populations
txt.srf.min_frac_integral_in_support,0.9987537626252008,"percent, 2 decimals, rounded down",data/interim/srf_bands.csv,S2A B1-B6 and S3A Oa2-Oa11; min frac_integral_in_support
txt.irrad.max_median_rel_diff,0.0045151117126692,"percent, 2 decimals, rounded up",data/interim/irradiance_weighting.csv,S2A B1-B6 and S3A Oa2-Oa11; max over bands of median relative difference
txt.msi_B2.positive_p05,0.0013851578940897204,3 significant figures (sr^-1),data/processed/gloria.parquet,all rows; msi_B2 > 0; 5th percentile (linear)
fig02.union_primary.n_rows,6401,integer,data/processed/gloria.parquet,union of primary populations
fig02.union_primary.n_wb_group,373,integer,data/processed/gloria.parquet,union of primary populations; nunique wb_group
fig02.union_primary.n_wb_no_coord,1,integer,data/processed/gloria.parquet,union of primary populations; wb_group with no coordinates (not plotted)
fig02.region.Africa.n_wb_group,6,integer,data/processed/gloria.parquet,union of primary populations; region_grp (first row) == Africa; legend count
fig02.region.East_and_South-East_Asia.n_wb_group,24,integer,data/processed/gloria.parquet,union of primary populations; region_grp (first row) == East and South-East Asia; legend count
fig02.region.Europe.n_wb_group,129,integer,data/processed/gloria.parquet,union of primary populations; region_grp (first row) == Europe; legend count
fig02.region.North_America.n_wb_group,121,integer,data/processed/gloria.parquet,union of primary populations; region_grp (first row) == North America; legend count
fig02.region.Oceania.n_wb_group,87,integer,data/processed/gloria.parquet,union of primary populations; region_grp (first row) == Oceania; legend count
fig02.region.South_America.n_wb_group,6,integer,data/processed/gloria.parquet,union of primary populations; region_grp (first row) == South America; legend count
fig04.union_primary_complete_hyp.n_rows,5996,integer,data/processed/gloria.parquet,union of primary populations & complete_hyp
fig04.class.blue_peaked.n_rows,383,integer,data/processed/gloria.parquet,"union of primary populations & complete_hyp; argmax wavelength in [0, 500) nm"
fig04.class.green_peaked.n_rows,4923,integer,data/processed/gloria.parquet,"union of primary populations & complete_hyp; argmax wavelength in [500, 600) nm"
fig04.class.red_peaked.n_rows,690,integer,data/processed/gloria.parquet,"union of primary populations & complete_hyp; argmax wavelength in [600, 1000) nm"
